epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.7502695590257644,0.5782312925170068,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6585365853658536,0.29717551171255563
2,1.3013282716274261,0.5034013605442177,0.48,0.5528455284552846,0.44821731748726656,0.5329711375212224,"[0.43902439024390244, 0.6666666666666666]","[[18, 23], [3, 6]]",0.6639566395663957,0.3181746956746957
3,0.9355523362755775,0.8367346938775511,0.48,0.5962059620596206,0.4583333333333333,0.5276666666666666,"[0.4146341463414634, 0.7777777777777778]","[[17, 24], [2, 7]]",0.6747967479674797,0.29722510298735344
4,0.8158450961112976,0.30612244897959184,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6693766937669376,0.2851477261581626
5,0.8123652338981628,0.5034013605442177,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6883468834688347,0.3177837012941377
6,1.1765973031520844,0.6598639455782312,0.42,0.6029810298102981,0.41414141414141414,0.4516363636363636,"[0.3170731707317073, 0.8888888888888888]","[[13, 28], [1, 8]]",0.6639566395663956,0.3073395740062407
7,0.7214505076408386,0.8299319727891157,0.52,0.6639566395663956,0.5,0.564,"[0.43902439024390244, 0.8888888888888888]","[[18, 23], [1, 8]]",0.6666666666666666,0.3555715017671539
8,0.6180068612098694,0.673469387755102,0.72,0.48238482384823844,0.4791666666666667,0.7058333333333334,"[0.8536585365853658, 0.1111111111111111]","[[35, 6], [8, 1]]",0.6612466124661247,0.34756748774292634
9,0.577461788058281,0.7278911564625851,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6720867208672086,0.3061905815410195
10,0.84107146859169,0.6258503401360545,0.56,0.6883468834688347,0.5331069609507639,0.6048217317487267,"[0.4878048780487805, 0.8888888888888888]","[[20, 21], [1, 8]]",0.6476964769647696,0.34014887572807195
11,0.6053302347660064,0.8843537414965986,0.7,0.513550135501355,0.5126705653021442,0.7060428849902532,"[0.8048780487804879, 0.2222222222222222]","[[33, 8], [7, 2]]",0.6476964769647696,0.34316556363657813
