epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix
1,2.1975797057151794,0.1610738255033557,0.12244897959183673,0.2,0.04363636363636363,0.02671614100185529,"[0.0, 0.0, 1.0, 0.0, 0.0]","[[0, 0, 18, 0, 0], [0, 0, 10, 0, 0], [0, 0, 6, 0, 0], [0, 0, 13, 0, 0], [0, 0, 2, 0, 0]]"
2,2.035520315170288,0.1610738255033557,0.16326530612244897,0.20341880341880342,0.10390977443609022,0.13254564983888292,"[0.05555555555555555, 0.0, 0.0, 0.46153846153846156, 0.5]","[[1, 0, 0, 8, 9], [0, 0, 0, 5, 5], [0, 0, 0, 2, 4], [0, 0, 0, 6, 7], [0, 0, 0, 1, 1]]"
3,1.9482307076454162,0.174496644295302,0.32653061224489793,0.21333333333333332,0.15723270440251574,0.2343729944808112,"[0.6666666666666666, 0.4, 0.0, 0.0, 0.0]","[[12, 6, 0, 0, 0], [6, 4, 0, 0, 0], [5, 1, 0, 0, 0], [11, 2, 0, 0, 0], [1, 1, 0, 0, 0]]"
4,1.8307393789291382,0.2550335570469799,0.2857142857142857,0.1982905982905983,0.1440993788819876,0.2203067562428698,"[0.2222222222222222, 0.0, 0.0, 0.7692307692307693, 0.0]","[[4, 0, 1, 13, 0], [0, 0, 3, 7, 0], [4, 0, 0, 2, 0], [1, 0, 2, 10, 0], [1, 0, 0, 1, 0]]"
5,1.6941571235656738,0.16778523489932887,0.30612244897959184,0.25487179487179484,0.19446640316205532,0.2623215294022747,"[0.16666666666666666, 0.8, 0.0, 0.3076923076923077, 0.0]","[[3, 11, 0, 4, 0], [0, 8, 0, 2, 0], [0, 6, 0, 0, 0], [2, 7, 0, 4, 0], [0, 2, 0, 0, 0]]"
6,1.6369499921798707,0.24161073825503357,0.22448979591836735,0.18888888888888888,0.13529411764705884,0.20528211284513806,"[0.4444444444444444, 0.0, 0.5, 0.0, 0.0]","[[8, 1, 9, 0, 0], [2, 0, 7, 0, 1], [2, 1, 3, 0, 0], [2, 2, 9, 0, 0], [0, 2, 0, 0, 0]]"
7,1.538595986366272,0.33557046979865773,0.22448979591836735,0.19333333333333333,0.11153846153846154,0.15463108320251176,"[0.16666666666666666, 0.8, 0.0, 0.0, 0.0]","[[3, 15, 0, 0, 0], [1, 8, 1, 0, 0], [0, 6, 0, 0, 0], [2, 11, 0, 0, 0], [0, 2, 0, 0, 0]]"
8,1.64357271194458,0.26174496644295303,0.2653061224489796,0.25555555555555554,0.1453996983408748,0.20426632191338073,"[0.4444444444444444, 0.0, 0.8333333333333334, 0.0, 0.0]","[[8, 0, 10, 0, 0], [3, 0, 7, 0, 0], [1, 0, 5, 0, 0], [3, 0, 10, 0, 0], [1, 0, 1, 0, 0]]"
9,1.542587983608246,0.2684563758389262,0.3469387755102041,0.24615384615384617,0.2107769423558897,0.31410158048181674,"[0.6666666666666666, 0.0, 0.3333333333333333, 0.23076923076923078, 0.0]","[[12, 0, 5, 1, 0], [1, 0, 7, 1, 1], [4, 0, 2, 0, 0], [6, 0, 4, 3, 0], [1, 0, 0, 1, 0]]"
10,1.5992879390716552,0.3422818791946309,0.1836734693877551,0.18,0.06315789473684211,0.0644468313641246,"[0.0, 0.9, 0.0, 0.0, 0.0]","[[0, 17, 0, 0, 1], [0, 9, 1, 0, 0], [0, 6, 0, 0, 0], [0, 13, 0, 0, 0], [0, 2, 0, 0, 0]]"
11,1.5564400672912597,0.3221476510067114,0.24489795918367346,0.18461538461538463,0.08421052631578947,0.11170784103114928,"[0.0, 0.0, 0.0, 0.9230769230769231, 0.0]","[[0, 0, 1, 17, 0], [0, 0, 3, 7, 0], [0, 0, 0, 6, 0], [0, 0, 1, 12, 0], [0, 0, 0, 2, 0]]"
12,1.7327274084091187,0.24161073825503357,0.20408163265306123,0.2,0.06896551724137931,0.07037297677691767,"[0.0, 1.0, 0.0, 0.0, 0.0]","[[0, 17, 0, 0, 1], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 13, 0, 0, 0], [0, 2, 0, 0, 0]]"
13,1.6433073282241821,0.3087248322147651,0.14285714285714285,0.12564102564102564,0.07958921694480102,0.09053993869691651,"[0.0, 0.0, 0.16666666666666666, 0.46153846153846156, 0.0]","[[0, 0, 4, 12, 2], [0, 0, 5, 4, 1], [0, 0, 1, 4, 1], [0, 0, 3, 6, 4], [0, 0, 0, 2, 0]]"
14,1.5657737255096436,0.3087248322147651,0.3877551020408163,0.24564102564102566,0.21301247771836004,0.3280221179380843,"[0.6666666666666666, 0.1, 0.0, 0.46153846153846156, 0.0]","[[12, 0, 0, 6, 0], [3, 1, 0, 6, 0], [4, 0, 0, 2, 0], [6, 1, 0, 6, 0], [1, 0, 0, 1, 0]]"
15,1.400472104549408,0.3422818791946309,0.1836734693877551,0.15333333333333332,0.1303448275862069,0.18930330752990848,"[0.3333333333333333, 0.1, 0.3333333333333333, 0.0, 0.0]","[[6, 4, 7, 0, 1], [1, 1, 7, 0, 1], [2, 1, 2, 0, 1], [2, 3, 6, 0, 2], [0, 1, 1, 0, 0]]"
16,1.3743138313293457,0.436241610738255,0.3877551020408163,0.23247863247863249,0.17866666666666667,0.2941496598639456,"[0.7777777777777778, 0.0, 0.0, 0.38461538461538464, 0.0]","[[14, 0, 0, 4, 0], [5, 0, 0, 5, 0], [4, 0, 0, 2, 0], [8, 0, 0, 5, 0], [1, 0, 0, 1, 0]]"
17,1.5430901646614075,0.3959731543624161,0.16326530612244897,0.21316239316239316,0.12946595738357752,0.14029406823503865,"[0.05555555555555555, 0.1, 0.8333333333333334, 0.07692307692307693, 0.0]","[[1, 0, 15, 0, 2], [0, 1, 8, 0, 1], [0, 0, 5, 0, 1], [0, 0, 10, 1, 2], [0, 0, 2, 0, 0]]"
18,1.4634145498275757,0.3825503355704698,0.16326530612244897,0.2128205128205128,0.11451612903225805,0.10582620144832126,"[0.0, 0.0, 0.8333333333333334, 0.23076923076923078, 0.0]","[[0, 0, 7, 6, 5], [0, 0, 7, 1, 2], [0, 0, 5, 0, 1], [0, 0, 5, 3, 5], [0, 0, 1, 1, 0]]"
19,1.4072326064109801,0.3288590604026846,0.3469387755102041,0.18888888888888888,0.10625,0.1951530612244898,"[0.9444444444444444, 0.0, 0.0, 0.0, 0.0]","[[17, 1, 0, 0, 0], [9, 0, 1, 0, 0], [5, 1, 0, 0, 0], [13, 0, 0, 0, 0], [2, 0, 0, 0, 0]]"
20,1.3671144008636475,0.3221476510067114,0.24489795918367346,0.158974358974359,0.1375921375921376,0.21962593391164822,"[0.3333333333333333, 0.0, 0.0, 0.46153846153846156, 0.0]","[[6, 0, 0, 9, 3], [2, 0, 0, 6, 2], [3, 0, 0, 2, 1], [3, 0, 0, 6, 4], [1, 0, 0, 1, 0]]"
21,1.435347890853882,0.44966442953020136,0.12244897959183673,0.13333333333333333,0.0731016731016731,0.0668190055945158,"[0.0, 0.5, 0.16666666666666666, 0.0, 0.0]","[[0, 11, 4, 1, 2], [0, 5, 5, 0, 0], [0, 4, 1, 0, 1], [0, 5, 5, 0, 3], [0, 2, 0, 0, 0]]"
22,1.3342917323112489,0.38926174496644295,0.22448979591836735,0.16923076923076924,0.08,0.10612244897959185,"[0.0, 0.0, 0.0, 0.8461538461538461, 0.0]","[[0, 0, 1, 17, 0], [0, 0, 3, 7, 0], [0, 1, 0, 5, 0], [1, 1, 0, 11, 0], [0, 0, 0, 2, 0]]"
23,1.2876256942749023,0.4161073825503356,0.3673469387755102,0.2,0.11428571428571428,0.20991253644314867,"[1.0, 0.0, 0.0, 0.0, 0.0]","[[18, 0, 0, 0, 0], [6, 0, 4, 0, 0], [6, 0, 0, 0, 0], [13, 0, 0, 0, 0], [2, 0, 0, 0, 0]]"
24,1.3601125001907348,0.40268456375838924,0.2653061224489796,0.14871794871794872,0.12222222222222223,0.21315192743764172,"[0.6666666666666666, 0.0, 0.0, 0.07692307692307693, 0.0]","[[12, 1, 2, 1, 2], [4, 0, 4, 1, 1], [4, 1, 0, 1, 0], [9, 1, 0, 1, 2], [1, 0, 0, 1, 0]]"
25,1.2714031457901,0.48322147651006714,0.24489795918367346,0.21709401709401713,0.19519740129935031,0.24632683658170912,"[0.1111111111111111, 0.5, 0.16666666666666666, 0.3076923076923077, 0.0]","[[2, 6, 5, 5, 0], [0, 5, 5, 0, 0], [0, 5, 1, 0, 0], [0, 2, 7, 4, 0], [0, 1, 0, 1, 0]]"
26,1.3820428013801576,0.48322147651006714,0.32653061224489793,0.2977777777777778,0.21780587833219417,0.26931661249598954,"[0.7222222222222222, 0.1, 0.16666666666666666, 0.0, 0.5]","[[13, 0, 4, 0, 1], [3, 1, 5, 0, 1], [3, 1, 1, 0, 1], [6, 2, 3, 0, 2], [1, 0, 0, 0, 1]]"
27,1.3177549540996552,0.4563758389261745,0.1836734693877551,0.14307692307692307,0.10310391363022942,0.13032581453634084,"[0.0, 0.1, 0.0, 0.6153846153846154, 0.0]","[[0, 2, 5, 11, 0], [0, 1, 5, 4, 0], [0, 4, 0, 2, 0], [0, 1, 4, 8, 0], [0, 1, 0, 1, 0]]"
28,1.322002363204956,0.42953020134228187,0.30612244897959184,0.18888888888888888,0.13227513227513227,0.20796890184645286,"[0.7777777777777778, 0.0, 0.16666666666666666, 0.0, 0.0]","[[14, 1, 3, 0, 0], [6, 0, 4, 0, 0], [4, 1, 1, 0, 0], [10, 1, 0, 0, 2], [2, 0, 0, 0, 0]]"
29,1.1648310720920563,0.5637583892617449,0.20408163265306123,0.15384615384615385,0.07692307692307693,0.10204081632653061,"[0.0, 0.0, 0.0, 0.7692307692307693, 0.0]","[[0, 0, 1, 16, 1], [0, 0, 3, 7, 0], [0, 1, 0, 4, 1], [1, 1, 0, 10, 1], [0, 0, 0, 2, 0]]"
30,1.2323587894439698,0.46308724832214765,0.30612244897959184,0.3088888888888889,0.20821283979178715,0.27997780951594053,"[0.4444444444444444, 0.1, 1.0, 0.0, 0.0]","[[8, 1, 8, 0, 1], [0, 1, 8, 0, 1], [0, 0, 6, 0, 0], [2, 0, 9, 0, 2], [0, 1, 1, 0, 0]]"
31,1.1828765451908112,0.4697986577181208,0.40816326530612246,0.2873504273504274,0.25701357466063346,0.3673469387755102,"[0.4444444444444444, 0.3, 0.0, 0.6923076923076923, 0.0]","[[8, 1, 0, 9, 0], [1, 3, 0, 6, 0], [3, 2, 0, 1, 0], [3, 1, 0, 9, 0], [1, 0, 0, 1, 0]]"
32,1.2236318230628966,0.47651006711409394,0.3673469387755102,0.27076923076923076,0.2515676287492926,0.3643902382684823,"[0.5, 0.7, 0.0, 0.15384615384615385, 0.0]","[[9, 4, 3, 2, 0], [0, 7, 3, 0, 0], [0, 5, 0, 1, 0], [4, 3, 3, 2, 1], [0, 1, 0, 1, 0]]"
33,1.0995539724826813,0.5704697986577181,0.32653061224489793,0.2977777777777778,0.20811688311688314,0.2674927113702624,"[0.7222222222222222, 0.1, 0.16666666666666666, 0.0, 0.5]","[[13, 1, 2, 0, 2], [3, 1, 4, 0, 2], [2, 2, 1, 0, 1], [7, 2, 1, 0, 3], [1, 0, 0, 0, 1]]"
34,1.169269859790802,0.5436241610738255,0.2653061224489796,0.19145299145299144,0.11794871794871795,0.17346938775510204,"[0.1111111111111111, 0.0, 0.0, 0.8461538461538461, 0.0]","[[2, 0, 1, 15, 0], [0, 0, 3, 7, 0], [2, 0, 0, 4, 0], [2, 0, 0, 11, 0], [0, 0, 0, 2, 0]]"
35,1.2761854648590087,0.3422818791946309,0.24489795918367346,0.21333333333333332,0.1818390804597701,0.25629838142153416,"[0.3333333333333333, 0.4, 0.3333333333333333, 0.0, 0.0]","[[6, 5, 7, 0, 0], [0, 4, 6, 0, 0], [0, 4, 2, 0, 0], [0, 5, 8, 0, 0], [0, 1, 1, 0, 0]]"
36,1.290740966796875,0.610738255033557,0.2857142857142857,0.1982905982905983,0.15244755244755245,0.23362351933780504,"[0.2222222222222222, 0.0, 0.0, 0.7692307692307693, 0.0]","[[4, 0, 0, 11, 3], [1, 0, 3, 5, 1], [2, 0, 0, 3, 1], [1, 0, 0, 10, 2], [0, 0, 0, 2, 0]]"
37,1.2239893555641175,0.5167785234899329,0.20408163265306123,0.26222222222222225,0.1455072463768116,0.1598343685300207,"[0.1111111111111111, 0.2, 1.0, 0.0, 0.0]","[[2, 1, 13, 1, 1], [0, 2, 8, 0, 0], [0, 0, 6, 0, 0], [0, 1, 12, 0, 0], [0, 1, 1, 0, 0]]"
38,1.1528979301452638,0.40939597315436244,0.42857142857142855,0.3044444444444444,0.21818181818181817,0.31910946196660483,"[0.7222222222222222, 0.8, 0.0, 0.0, 0.0]","[[13, 5, 0, 0, 0], [1, 8, 1, 0, 0], [1, 5, 0, 0, 0], [11, 2, 0, 0, 0], [0, 2, 0, 0, 0]]"
39,1.289710009098053,0.47651006711409394,0.20408163265306123,0.2,0.11634491634491635,0.18259659075985607,"[0.5, 0.0, 0.0, 0.0, 0.5]","[[9, 0, 3, 0, 6], [1, 0, 4, 1, 4], [3, 0, 0, 1, 2], [5, 0, 2, 0, 6], [1, 0, 0, 0, 1]]"
40,1.1040675163269043,0.5704697986577181,0.3877551020408163,0.37504273504273505,0.3028571428571428,0.39475218658892125,"[0.4444444444444444, 0.2, 1.0, 0.23076923076923078, 0.0]","[[8, 1, 8, 1, 0], [0, 2, 8, 0, 0], [0, 0, 6, 0, 0], [2, 1, 7, 3, 0], [0, 1, 0, 1, 0]]"
41,1.0649040341377258,0.5771812080536913,0.16326530612244897,0.20444444444444443,0.1318509316770186,0.17966789200152108,"[0.2222222222222222, 0.3, 0.0, 0.0, 0.5]","[[4, 4, 1, 0, 9], [0, 3, 1, 0, 6], [0, 4, 0, 1, 1], [1, 3, 0, 0, 9], [0, 1, 0, 0, 1]]"
42,1.1701238930225373,0.47651006711409394,0.22448979591836735,0.21094017094017095,0.18198682476943345,0.2500067220564115,"[0.2777777777777778, 0.2, 0.5, 0.07692307692307693, 0.0]","[[5, 5, 7, 1, 0], [0, 2, 8, 0, 0], [0, 3, 3, 0, 0], [0, 4, 8, 1, 0], [0, 1, 1, 0, 0]]"
43,1.1333281993865967,0.48322147651006714,0.2857142857142857,0.18547008547008548,0.1698529411764706,0.2699579831932773,"[0.3888888888888889, 0.0, 0.0, 0.5384615384615384, 0.0]","[[7, 1, 1, 7, 2], [1, 0, 3, 5, 1], [2, 2, 0, 1, 1], [3, 1, 1, 7, 1], [1, 0, 0, 1, 0]]"
44,1.065407967567444,0.5637583892617449,0.30612244897959184,0.17555555555555555,0.13066037735849056,0.21958028494416634,"[0.7777777777777778, 0.1, 0.0, 0.0, 0.0]","[[14, 1, 3, 0, 0], [5, 1, 4, 0, 0], [4, 2, 0, 0, 0], [10, 2, 0, 0, 1], [2, 0, 0, 0, 0]]"
45,1.0656981885433197,0.5906040268456376,0.20408163265306123,0.18666666666666665,0.13875598086124402,0.17752172639390681,"[0.16666666666666666, 0.6, 0.16666666666666666, 0.0, 0.0]","[[3, 9, 5, 0, 1], [0, 6, 4, 0, 0], [0, 5, 1, 0, 0], [1, 6, 3, 0, 3], [0, 2, 0, 0, 0]]"
46,1.013010162115097,0.6577181208053692,0.30612244897959184,0.20547008547008544,0.19934218848829854,0.30235319934425386,"[0.3888888888888889, 0.1, 0.0, 0.5384615384615384, 0.0]","[[7, 1, 1, 7, 2], [1, 1, 3, 4, 1], [2, 2, 0, 1, 1], [3, 1, 1, 7, 1], [0, 0, 0, 2, 0]]"
47,1.0043885409832,0.6241610738255033,0.3673469387755102,0.27999999999999997,0.23795721187025531,0.3219109590005774,"[0.6666666666666666, 0.4, 0.3333333333333333, 0.0, 0.0]","[[12, 1, 5, 0, 0], [0, 4, 6, 0, 0], [3, 1, 2, 0, 0], [8, 2, 3, 0, 0], [1, 0, 1, 0, 0]]"
48,1.0658564925193788,0.5973154362416108,0.30612244897959184,0.19777777777777777,0.16334065934065936,0.2399102937878448,"[0.7222222222222222, 0.1, 0.16666666666666666, 0.0, 0.0]","[[13, 0, 3, 0, 2], [4, 1, 4, 0, 1], [3, 1, 1, 0, 1], [10, 1, 0, 0, 2], [2, 0, 0, 0, 0]]"
49,1.0208685517311096,0.6174496644295302,0.24489795918367346,0.19401709401709402,0.13914786967418546,0.1889826607334663,"[0.1111111111111111, 0.0, 0.16666666666666666, 0.6923076923076923, 0.0]","[[2, 0, 4, 11, 1], [0, 0, 5, 5, 0], [0, 0, 1, 5, 0], [1, 0, 3, 9, 0], [0, 0, 0, 2, 0]]"
