epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.7559660024940967,0.5578231292517006,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6531165311653117,0.2870341248789524
2,1.3099201574921608,0.5034013605442177,0.44,0.6151761517615176,0.4318181818181818,0.47545454545454546,"[0.34146341463414637, 0.8888888888888888]","[[14, 27], [1, 8]]",0.6476964769647696,0.27000592000591994
3,0.9238000541925431,0.8299319727891157,0.46,0.627371273712737,0.44920440636474906,0.4985556915544675,"[0.36585365853658536, 0.8888888888888888]","[[15, 26], [1, 8]]",0.6585365853658536,0.26565648769505124
4,0.7973716855049133,0.3401360544217687,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6693766937669376,0.28857964363035354
5,0.8059445440769195,0.5170068027210885,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6504065040650406,0.2645924028010075
6,1.1557917594909668,0.6326530612244898,0.44,0.6585365853658537,0.4363929146537842,0.46524959742351046,"[0.3170731707317073, 1.0]","[[13, 28], [0, 9]]",0.6205962059620597,0.24978422867311756
7,0.7301932990550994,0.8435374149659864,0.48,0.5528455284552846,0.44821731748726656,0.5329711375212224,"[0.43902439024390244, 0.6666666666666666]","[[18, 23], [3, 6]]",0.6043360433604336,0.235393849372344
8,0.6304609775543213,0.6938775510204082,0.72,0.48238482384823844,0.4791666666666667,0.7058333333333334,"[0.8536585365853658, 0.1111111111111111]","[[35, 6], [8, 1]]",0.6151761517615175,0.23686247990543213
9,0.5636863738298417,0.7687074829931972,0.82,0.5,0.45054945054945056,0.738901098901099,"[1.0, 0.0]","[[41, 0], [9, 0]]",0.6205962059620596,0.24419473586140253
10,0.7316677093505859,0.5986394557823129,0.52,0.5338753387533876,0.4652406417112299,0.57475935828877,"[0.5121951219512195, 0.5555555555555556]","[[21, 20], [4, 5]]",0.5962059620596206,0.2326990312497559
