epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix
1,2.035936939716339,0.16216216216216217,0.4375,0.2,0.12173913043478261,0.266304347826087,"[1.0, 0.0, 0.0, 0.0, 0.0]","[[21, 0, 0, 0, 0], [12, 0, 0, 0, 0], [4, 0, 0, 0, 0], [9, 0, 0, 0, 0], [2, 0, 0, 0, 0]]"
2,1.9588783383369446,0.30405405405405406,0.2708333333333333,0.25,0.14942528735632182,0.13122605363984674,"[0.0, 1.0, 0.25, 0.0, 0.0]","[[0, 20, 1, 0, 0], [0, 12, 0, 0, 0], [0, 3, 1, 0, 0], [0, 9, 0, 0, 0], [0, 2, 0, 0, 0]]"
3,1.6927350997924804,0.2702702702702703,0.20833333333333334,0.20952380952380953,0.08333333333333333,0.09895833333333333,"[0.047619047619047616, 0.0, 0.0, 1.0, 0.0]","[[1, 0, 0, 20, 0], [2, 0, 0, 10, 0], [0, 0, 0, 4, 0], [0, 0, 0, 9, 0], [0, 0, 0, 2, 0]]"
4,1.6852565050125121,0.20945945945945946,0.3333333333333333,0.3761904761904762,0.21875901875901876,0.2972582972582972,"[0.38095238095238093, 0.5, 0.0, 0.0, 1.0]","[[8, 7, 0, 0, 6], [4, 6, 0, 0, 2], [1, 2, 0, 0, 1], [2, 6, 0, 0, 1], [0, 0, 0, 0, 2]]"
5,1.6482076168060302,0.28378378378378377,0.1875,0.2,0.06666666666666667,0.0625,"[0.0, 0.0, 0.0, 1.0, 0.0]","[[0, 0, 3, 18, 0], [0, 0, 0, 12, 0], [0, 0, 0, 4, 0], [0, 0, 0, 9, 0], [0, 0, 0, 2, 0]]"
6,1.5313248038291931,0.24324324324324326,0.2916666666666667,0.33571428571428574,0.3005778156673297,0.25709639733510153,"[0.09523809523809523, 0.8333333333333334, 0.25, 0.0, 0.5]","[[2, 6, 13, 0, 0], [0, 10, 2, 0, 0], [0, 3, 1, 0, 0], [0, 3, 6, 0, 0], [0, 0, 1, 0, 1]]"
7,1.4818610429763794,0.36486486486486486,0.1875,0.2,0.07058823529411765,0.0661764705882353,"[0.0, 0.0, 0.0, 1.0, 0.0]","[[0, 0, 4, 17, 0], [0, 0, 2, 10, 0], [0, 0, 0, 4, 0], [0, 0, 0, 9, 0], [0, 0, 0, 2, 0]]"
8,1.6000561594963074,0.18243243243243243,0.3958333333333333,0.19523809523809524,0.16666666666666666,0.3145833333333334,"[0.8095238095238095, 0.16666666666666666, 0.0, 0.0, 0.0]","[[17, 0, 4, 0, 0], [10, 2, 0, 0, 0], [2, 1, 0, 1, 0], [8, 0, 1, 0, 0], [2, 0, 0, 0, 0]]"
9,1.630246675014496,0.33783783783783783,0.3333333333333333,0.29365079365079366,0.20474308300395258,0.2849967061923584,"[0.5238095238095238, 0.0, 0.0, 0.4444444444444444, 0.5]","[[11, 0, 1, 6, 3], [7, 0, 0, 1, 4], [1, 0, 0, 2, 1], [5, 0, 0, 4, 0], [1, 0, 0, 0, 1]]"
10,1.6205150723457336,0.2702702702702703,0.10416666666666667,0.18333333333333332,0.07782312925170068,0.07687074829931974,"[0.0, 0.16666666666666666, 0.75, 0.0, 0.0]","[[0, 0, 21, 0, 0], [0, 2, 10, 0, 0], [0, 1, 3, 0, 0], [0, 0, 9, 0, 0], [0, 0, 2, 0, 0]]"
11,1.7041116118431092,0.35135135135135137,0.25,0.20555555555555555,0.10979591836734695,0.13099489795918368,"[0.0, 0.9166666666666666, 0.0, 0.1111111111111111, 0.0]","[[0, 15, 0, 6, 0], [0, 11, 0, 1, 0], [0, 2, 0, 2, 0], [0, 8, 0, 1, 0], [0, 1, 0, 1, 0]]"
12,1.6881921529769897,0.19594594594594594,0.3541666666666667,0.1619047619047619,0.10625,0.232421875,"[0.8095238095238095, 0.0, 0.0, 0.0, 0.0]","[[17, 0, 1, 3, 0], [12, 0, 0, 0, 0], [3, 0, 0, 1, 0], [9, 0, 0, 0, 0], [2, 0, 0, 0, 0]]"
13,1.6134986639022828,0.31756756756756754,0.0625,0.2,0.05818181818181818,0.01590909090909091,"[0.0, 0.0, 0.5, 0.0, 0.5]","[[0, 0, 19, 0, 2], [0, 0, 9, 0, 3], [0, 0, 2, 0, 2], [0, 0, 9, 0, 0], [0, 0, 1, 0, 1]]"
14,1.5085044145584106,0.3108108108108108,0.2708333333333333,0.3095238095238095,0.207872587770286,0.21951629466015654,"[0.047619047619047616, 0.6666666666666666, 0.0, 0.3333333333333333, 0.5]","[[1, 5, 4, 5, 6], [1, 8, 0, 1, 2], [0, 2, 0, 2, 0], [0, 6, 0, 3, 0], [0, 1, 0, 0, 1]]"
15,1.386866521835327,0.36486486486486486,0.375,0.28174603174603174,0.24156346749226004,0.35516640866873067,"[0.38095238095238093, 0.25, 0.0, 0.7777777777777778, 0.0]","[[8, 0, 2, 11, 0], [6, 3, 0, 3, 0], [1, 1, 0, 2, 0], [2, 0, 0, 7, 0], [0, 0, 0, 2, 0]]"
16,1.3256150245666505,0.40540540540540543,0.2708333333333333,0.3333333333333333,0.19924585218702864,0.2816427853192559,"[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 1.0]","[[7, 1, 1, 0, 12], [4, 4, 0, 0, 4], [1, 0, 0, 0, 3], [6, 0, 2, 0, 1], [0, 0, 0, 0, 2]]"
17,1.328055465221405,0.49324324324324326,0.2916666666666667,0.24285714285714283,0.16559382646339169,0.2077333897986072,"[0.047619047619047616, 0.8333333333333334, 0.0, 0.3333333333333333, 0.0]","[[1, 11, 2, 6, 1], [0, 10, 0, 2, 0], [0, 2, 0, 2, 0], [0, 6, 0, 3, 0], [0, 1, 0, 1, 0]]"
18,1.3210434079170228,0.43243243243243246,0.20833333333333334,0.16904761904761903,0.1960323886639676,0.2551366396761134,"[0.09523809523809523, 0.4166666666666667, 0.0, 0.3333333333333333, 0.0]","[[2, 0, 14, 4, 1], [3, 5, 3, 1, 0], [0, 2, 0, 2, 0], [0, 0, 6, 3, 0], [0, 0, 1, 1, 0]]"
