epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.8341381877660752,0.5374149659863946,0.8,0.5,0.4444444444444444,0.7111111111111111,"[1.0, 0.0]","[[40, 0], [10, 0]]",0.33,0.17811490232542862
2,0.8368766844272614,0.5238095238095238,0.62,0.4625,0.46357989836250707,0.6373800112930548,"[0.725, 0.2]","[[29, 11], [8, 2]]",0.345,0.17788070580531495
3,0.7985670134425163,0.4013605442176871,0.8,0.5,0.4444444444444444,0.7111111111111111,"[1.0, 0.0]","[[40, 0], [10, 0]]",0.3175,0.16753450630561473
4,0.7806338250637055,0.7006802721088435,0.32,0.425,0.3156199677938808,0.3484702093397745,"[0.25, 0.6]","[[10, 30], [4, 6]]",0.3625,0.16639646831774546
5,0.755726546049118,0.6190476190476191,0.8,0.5,0.4444444444444444,0.7111111111111111,"[1.0, 0.0]","[[40, 0], [10, 0]]",0.37,0.16831473204297154
6,0.8881803750991821,0.7346938775510204,0.2,0.5,0.16666666666666666,0.06666666666666667,"[0.0, 1.0]","[[0, 40], [0, 10]]",0.4275,0.18056886718651424
7,0.759576004743576,0.6326530612244898,0.62,0.3875,0.38271604938271603,0.6123456790123456,"[0.775, 0.0]","[[31, 9], [10, 0]]",0.43,0.18133694253259472
8,0.6182865142822266,0.7414965986394558,0.66,0.4125,0.39759036144578314,0.636144578313253,"[0.825, 0.0]","[[33, 7], [10, 0]]",0.4375,0.18311378598806083
9,0.628230431675911,0.7687074829931972,0.2,0.5,0.16666666666666666,0.06666666666666667,"[0.0, 1.0]","[[0, 40], [0, 10]]",0.47750000000000004,0.1963390918138817
10,0.6706092804670334,0.6190476190476191,0.62,0.3875,0.38271604938271603,0.6123456790123456,"[0.775, 0.0]","[[31, 9], [10, 0]]",0.465,0.19157147568912275
11,0.5841665804386139,0.782312925170068,0.38,0.5375000000000001,0.37775993576876754,0.40016057808109196,"[0.275, 0.8]","[[11, 29], [2, 8]]",0.47500000000000003,0.19559800221564927
