epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix
1,1.8587379455566406,0.14965986394557823,0.22448979591836735,0.25,0.13684210526315788,0.09881847475832438,"[0.0, 1.0, 0.0, 0.0, 0.25]","[[0, 22, 0, 0, 1], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 6, 0, 0, 0], [0, 3, 0, 0, 1]]"
2,1.8136905908584595,0.2789115646258503,0.12244897959183673,0.2,0.047058823529411764,0.028811524609843934,"[0.0, 0.0, 0.0, 1.0, 0.0]","[[0, 0, 1, 22, 0], [0, 0, 1, 9, 0], [0, 0, 0, 6, 0], [0, 0, 0, 6, 0], [0, 0, 2, 2, 0]]"
3,1.7375212550163268,0.14285714285714285,0.4489795918367347,0.19130434782608696,0.12394366197183097,0.2908881862604196,"[0.9565217391304348, 0.0, 0.0, 0.0, 0.0]","[[22, 1, 0, 0, 0], [10, 0, 0, 0, 0], [6, 0, 0, 0, 0], [6, 0, 0, 0, 0], [4, 0, 0, 0, 0]]"
4,1.6649443745613097,0.4013605442176871,0.12244897959183673,0.2,0.07222222222222222,0.04421768707482994,"[0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.0]","[[0, 1, 9, 13, 0], [0, 0, 4, 6, 0], [0, 0, 1, 5, 0], [0, 0, 1, 5, 0], [0, 0, 3, 1, 0]]"
5,1.5625475525856019,0.3129251700680272,0.20408163265306123,0.2,0.06896551724137931,0.07037297677691767,"[0.0, 1.0, 0.0, 0.0, 0.0]","[[0, 22, 0, 1, 0], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 6, 0, 0, 0], [0, 4, 0, 0, 0]]"
6,1.531196904182434,0.3129251700680272,0.10204081632653061,0.16666666666666669,0.046511627906976744,0.028476506881822496,"[0.0, 0.0, 0.8333333333333334, 0.0, 0.0]","[[0, 0, 19, 4, 0], [2, 0, 7, 1, 0], [0, 0, 5, 1, 0], [4, 0, 2, 0, 0], [0, 0, 4, 0, 0]]"
7,1.61292405128479,0.20408163265306123,0.20408163265306123,0.21333333333333332,0.10903010033444818,0.09869633472117945,"[0.0, 0.9, 0.0, 0.16666666666666666, 0.0]","[[0, 14, 0, 4, 5], [0, 9, 0, 0, 1], [0, 4, 0, 2, 0], [0, 5, 0, 1, 0], [0, 4, 0, 0, 0]]"
8,1.5537966251373292,0.3197278911564626,0.14285714285714285,0.18,0.12258585858585858,0.10117501546072974,"[0.0, 0.4, 0.16666666666666666, 0.3333333333333333, 0.0]","[[0, 6, 5, 8, 4], [0, 4, 2, 2, 2], [0, 2, 1, 3, 0], [0, 3, 1, 2, 0], [0, 0, 3, 1, 0]]"
9,1.4412737011909484,0.3877551020408163,0.32653061224489793,0.1617391304347826,0.16483516483516483,0.31105629064812734,"[0.6086956521739131, 0.2, 0.0, 0.0, 0.0]","[[14, 1, 0, 7, 1], [4, 2, 1, 2, 1], [2, 1, 0, 3, 0], [6, 0, 0, 0, 0], [3, 0, 0, 1, 0]]"
10,1.516286313533783,0.2789115646258503,0.42857142857142855,0.22782608695652176,0.18517482517482517,0.3529613243898958,"[0.7391304347826086, 0.4, 0.0, 0.0, 0.0]","[[17, 6, 0, 0, 0], [5, 4, 1, 0, 0], [2, 4, 0, 0, 0], [5, 1, 0, 0, 0], [3, 1, 0, 0, 0]]"
11,1.395947027206421,0.3673469387755102,0.16326530612244897,0.22666666666666666,0.11503267973856209,0.09923969587835135,"[0.0, 0.3, 0.0, 0.8333333333333334, 0.0]","[[0, 2, 1, 20, 0], [0, 3, 1, 6, 0], [0, 1, 0, 5, 0], [0, 1, 0, 5, 0], [0, 0, 1, 3, 0]]"
12,1.5120473861694337,0.3741496598639456,0.30612244897959184,0.17768115942028986,0.17383792677910326,0.2948144292682108,"[0.5217391304347826, 0.2, 0.16666666666666666, 0.0, 0.0]","[[12, 1, 9, 1, 0], [6, 2, 1, 0, 1], [5, 0, 1, 0, 0], [5, 0, 1, 0, 0], [0, 0, 4, 0, 0]]"
13,1.314467465877533,0.48299319727891155,0.14285714285714285,0.22000000000000003,0.07857142857142857,0.0597667638483965,"[0.0, 0.1, 0.0, 1.0, 0.0]","[[0, 2, 0, 18, 3], [0, 1, 0, 9, 0], [0, 1, 0, 5, 0], [0, 0, 0, 6, 0], [0, 0, 0, 4, 0]]"
14,1.2933638572692872,0.42857142857142855,0.24489795918367346,0.21217391304347827,0.16732456140350876,0.24386860007160757,"[0.2608695652173913, 0.3, 0.5, 0.0, 0.0]","[[6, 4, 13, 0, 0], [2, 3, 4, 0, 1], [2, 1, 3, 0, 0], [3, 1, 2, 0, 0], [0, 0, 4, 0, 0]]"
15,1.334890568256378,0.3673469387755102,0.2653061224489796,0.1356521739130435,0.1488095238095238,0.2734450923226433,"[0.4782608695652174, 0.2, 0.0, 0.0, 0.0]","[[11, 2, 0, 8, 2], [3, 2, 0, 4, 1], [2, 0, 0, 4, 0], [6, 0, 0, 0, 0], [3, 0, 0, 1, 0]]"
16,1.3694597125053405,0.40816326530612246,0.22448979591836735,0.23333333333333334,0.11587301587301586,0.1000971817298348,"[0.0, 1.0, 0.0, 0.16666666666666666, 0.0]","[[0, 21, 0, 2, 0], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 5, 0, 1, 0], [0, 4, 0, 0, 0]]"
17,1.327503001689911,0.48299319727891155,0.4489795918367347,0.19130434782608696,0.12571428571428572,0.29504373177842563,"[0.9565217391304348, 0.0, 0.0, 0.0, 0.0]","[[22, 1, 0, 0, 0], [9, 0, 1, 0, 0], [6, 0, 0, 0, 0], [6, 0, 0, 0, 0], [4, 0, 0, 0, 0]]"
18,1.4308470964431763,0.41496598639455784,0.14285714285714285,0.2066666666666667,0.09357045143638851,0.07649571456489573,"[0.0, 0.2, 0.0, 0.8333333333333334, 0.0]","[[0, 2, 3, 18, 0], [0, 2, 1, 7, 0], [0, 2, 0, 4, 0], [0, 1, 0, 5, 0], [0, 0, 1, 3, 0]]"
19,1.3180044174194336,0.48299319727891155,0.1836734693877551,0.19333333333333333,0.12272727272727273,0.10482374768089055,"[0.0, 0.8, 0.0, 0.16666666666666666, 0.0]","[[0, 15, 7, 1, 0], [0, 8, 2, 0, 0], [0, 6, 0, 0, 0], [0, 4, 1, 1, 0], [0, 1, 3, 0, 0]]"
20,1.2583239078521729,0.42857142857142855,0.40816326530612246,0.1965217391304348,0.17327188940092167,0.33085676666980157,"[0.782608695652174, 0.2, 0.0, 0.0, 0.0]","[[18, 2, 1, 0, 2], [6, 2, 1, 0, 1], [6, 0, 0, 0, 0], [6, 0, 0, 0, 0], [3, 0, 1, 0, 0]]"
21,1.3328999280929565,0.41496598639455784,0.22448979591836735,0.19420289855072465,0.1234920634920635,0.2105280207321024,"[0.30434782608695654, 0.0, 0.0, 0.6666666666666666, 0.0]","[[7, 1, 0, 11, 4], [1, 0, 1, 7, 1], [2, 0, 0, 4, 0], [2, 0, 0, 4, 0], [1, 0, 0, 3, 0]]"
22,1.3203144073486328,0.4421768707482993,0.1836734693877551,0.22000000000000003,0.12490118577075097,0.10615471485036702,"[0.0, 0.6, 0.0, 0.5, 0.0]","[[0, 9, 0, 7, 7], [0, 6, 0, 3, 1], [0, 3, 0, 3, 0], [0, 2, 0, 3, 1], [0, 3, 0, 1, 0]]"
23,1.245968496799469,0.5306122448979592,0.20408163265306123,0.21739130434782608,0.14656084656084656,0.17136378360868154,"[0.08695652173913043, 0.5, 0.5, 0.0, 0.0]","[[2, 6, 10, 2, 3], [0, 5, 4, 0, 1], [0, 3, 3, 0, 0], [2, 2, 2, 0, 0], [0, 1, 3, 0, 0]]"
24,1.1794503688812257,0.41496598639455784,0.2653061224489796,0.22289855072463766,0.162038580614432,0.2578456483808098,"[0.34782608695652173, 0.1, 0.0, 0.6666666666666666, 0.0]","[[8, 2, 0, 11, 2], [2, 1, 0, 6, 1], [2, 0, 0, 4, 0], [2, 0, 0, 4, 0], [1, 0, 0, 3, 0]]"
25,1.2547111093997956,0.4965986394557823,0.1836734693877551,0.23333333333333334,0.16036866359447005,0.12451800996896455,"[0.0, 0.5, 0.5, 0.16666666666666666, 0.0]","[[0, 10, 12, 0, 1], [0, 5, 4, 0, 1], [0, 3, 3, 0, 0], [0, 2, 3, 1, 0], [0, 1, 3, 0, 0]]"
26,1.0927195966243743,0.48299319727891155,0.42857142857142855,0.1826086956521739,0.12,0.2816326530612245,"[0.9130434782608695, 0.0, 0.0, 0.0, 0.0]","[[21, 0, 0, 0, 2], [10, 0, 0, 0, 0], [6, 0, 0, 0, 0], [6, 0, 0, 0, 0], [4, 0, 0, 0, 0]]"
