epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix
1,1.9029505610466004,0.1360544217687075,0.20408163265306123,0.2,0.06779661016949153,0.06918021445866482,"[0.0, 1.0, 0.0, 0.0, 0.0]","[[0, 23, 0, 0, 0], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 6, 0, 0, 0], [0, 4, 0, 0, 0]]"
2,1.8409069776535034,0.272108843537415,0.12244897959183673,0.2,0.04444444444444444,0.027210884353741496,"[0.0, 0.0, 0.0, 1.0, 0.0]","[[0, 0, 1, 22, 0], [0, 0, 0, 10, 0], [0, 0, 0, 6, 0], [0, 0, 0, 6, 0], [0, 0, 0, 4, 0]]"
3,1.764944064617157,0.1292517006802721,0.4897959183673469,0.22000000000000003,0.16594110115236876,0.3412161279364499,"[1.0, 0.1, 0.0, 0.0, 0.0]","[[23, 0, 0, 0, 0], [9, 1, 0, 0, 0], [6, 0, 0, 0, 0], [6, 0, 0, 0, 0], [4, 0, 0, 0, 0]]"
4,1.7094845652580262,0.35374149659863946,0.10204081632653061,0.16666666666666666,0.05914786967418546,0.03621298143317477,"[0.0, 0.0, 0.16666666666666666, 0.6666666666666666, 0.0]","[[0, 0, 6, 17, 0], [0, 0, 3, 7, 0], [0, 0, 1, 5, 0], [0, 0, 2, 4, 0], [0, 0, 1, 3, 0]]"
5,1.5881608843803405,0.3401360544217687,0.20408163265306123,0.2,0.06779661016949153,0.06918021445866482,"[0.0, 1.0, 0.0, 0.0, 0.0]","[[0, 23, 0, 0, 0], [0, 10, 0, 0, 0], [0, 6, 0, 0, 0], [0, 6, 0, 0, 0], [0, 4, 0, 0, 0]]"
6,1.5543619394302368,0.3469387755102041,0.14285714285714285,0.18405797101449278,0.07310789049919483,0.09615827007131354,"[0.08695652173913043, 0.0, 0.8333333333333334, 0.0, 0.0]","[[2, 0, 19, 2, 0], [0, 0, 9, 1, 0], [0, 0, 5, 1, 0], [2, 0, 4, 0, 0], [0, 0, 3, 1, 0]]"
7,1.6403477311134338,0.19047619047619047,0.16326530612244897,0.17536231884057968,0.10488888888888889,0.11011337868480725,"[0.043478260869565216, 0.5, 0.0, 0.3333333333333333, 0.0]","[[1, 19, 0, 3, 0], [0, 5, 0, 5, 0], [0, 4, 0, 2, 0], [1, 3, 0, 2, 0], [0, 4, 0, 0, 0]]"
8,1.586143672466278,0.3469387755102041,0.16326530612244897,0.21333333333333332,0.1287987874194771,0.10137575302951798,"[0.0, 0.4, 0.16666666666666666, 0.5, 0.0]","[[0, 10, 2, 10, 1], [0, 4, 1, 5, 0], [0, 1, 1, 4, 0], [0, 2, 1, 3, 0], [0, 2, 2, 0, 0]]"
9,1.4732755899429322,0.40816326530612246,0.3469387755102041,0.14782608695652172,0.11724137931034481,0.27515833919774807,"[0.7391304347826086, 0.0, 0.0, 0.0, 0.0]","[[17, 2, 0, 4, 0], [6, 0, 1, 3, 0], [3, 0, 0, 3, 0], [6, 0, 0, 0, 0], [3, 0, 0, 1, 0]]"
10,1.5530595898628234,0.2585034013605442,0.3469387755102041,0.19304347826086957,0.15328562134027326,0.2865640726036674,"[0.5652173913043478, 0.4, 0.0, 0.0, 0.0]","[[13, 10, 0, 0, 0], [6, 4, 0, 0, 0], [4, 2, 0, 0, 0], [4, 2, 0, 0, 0], [3, 1, 0, 0, 0]]"
11,1.444613265991211,0.2653061224489796,0.12244897959183673,0.17333333333333334,0.08,0.06712018140589569,"[0.0, 0.2, 0.0, 0.6666666666666666, 0.0]","[[0, 4, 0, 19, 0], [0, 2, 1, 7, 0], [0, 1, 0, 5, 0], [0, 1, 1, 4, 0], [0, 0, 0, 4, 0]]"
12,1.5510717272758483,0.3945578231292517,0.32653061224489793,0.24898550724637677,0.1973333333333333,0.307891156462585,"[0.4782608695652174, 0.1, 0.6666666666666666, 0.0, 0.0]","[[11, 1, 7, 0, 4], [4, 1, 3, 1, 1], [2, 0, 4, 0, 0], [2, 0, 3, 0, 1], [2, 0, 2, 0, 0]]"
