epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,1.1194473922252655,0.5170068027210885,0.82,0.4659090909090909,0.45054945054945056,0.792967032967033,"[0.9318181818181818, 0.0]","[[41, 3], [6, 0]]",0.6704545454545454,0.22454472505182446
2,0.9742226898670197,0.36054421768707484,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.6590909090909092,0.21564679436951578
3,0.8253066956996917,0.4489795918367347,0.86,0.48863636363636365,0.46236559139784944,0.813763440860215,"[0.9772727272727273, 0.0]","[[43, 1], [6, 0]]",0.625,0.1993431844803796
4,0.7821452975273132,0.564625850340136,0.44,0.5378787878787878,0.3923611111111111,0.5216666666666666,"[0.4090909090909091, 0.6666666666666666]","[[18, 26], [2, 4]]",0.5378787878787878,0.16462088251669832
5,0.6755249559879303,0.4965986394557823,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.5416666666666666,0.15886905032332319
6,0.8807426273822785,0.6870748299319728,0.12,0.5,0.10714285714285714,0.02571428571428571,"[0.0, 1.0]","[[0, 44], [0, 6]]",0.4507575757575757,0.1400881897474437
7,0.7333530455827713,0.6394557823129252,0.26,0.5795454545454546,0.25970388155262103,0.27095638255302124,"[0.1590909090909091, 1.0]","[[7, 37], [0, 6]]",0.4242424242424242,0.1268173069643658
8,0.6688265204429626,0.5170068027210885,0.84,0.4772727272727273,0.45652173913043476,0.8034782608695652,"[0.9545454545454546, 0.0]","[[42, 2], [6, 0]]",0.4242424242424242,0.12244541932041933
9,0.6658443450927735,0.6122448979591837,0.28,0.375,0.26108374384236455,0.350935960591133,"[0.25, 0.5]","[[11, 33], [3, 3]]",0.4166666666666667,0.12012091081858524
10,0.6147632300853729,0.7414965986394558,0.72,0.4090909090909091,0.4186046511627907,0.7367441860465117,"[0.8181818181818182, 0.0]","[[36, 8], [6, 0]]",0.40530303030303033,0.11621971941739384
11,0.6077785968780518,0.7142857142857143,0.16,0.5227272727272727,0.15458937198067632,0.10318840579710145,"[0.045454545454545456, 1.0]","[[2, 42], [0, 6]]",0.36742424242424243,0.10732221507203392
12,0.6658646583557128,0.5918367346938775,0.54,0.4507575757575758,0.4165398274987316,0.620517503805175,"[0.5681818181818182, 0.3333333333333333]","[[25, 19], [4, 2]]",0.38636363636363635,0.110997733673649
13,0.5991386890411377,0.7074829931972789,0.3,0.38636363636363635,0.27656056221579167,0.3755270773046714,"[0.2727272727272727, 0.5]","[[12, 32], [3, 3]]",0.3712121212121212,0.10732632198476601
14,0.6534624934196472,0.673469387755102,0.34,0.3371212121212121,0.29214929214929214,0.432020592020592,"[0.3409090909090909, 0.3333333333333333]","[[15, 29], [4, 2]]",0.375,0.10854828042328042
15,0.6357539504766464,0.7142857142857143,0.42,0.38257575757575757,0.3441881501582994,0.5136499321573949,"[0.4318181818181818, 0.3333333333333333]","[[19, 25], [4, 2]]",0.36742424242424243,0.10623346560846561
16,0.5684909880161285,0.7687074829931972,0.74,0.42045454545454547,0.42528735632183906,0.7485057471264368,"[0.8409090909090909, 0.0]","[[37, 7], [6, 0]]",0.375,0.10786395639336815
17,0.5658220380544663,0.8095238095238095,0.3,0.5303030303030303,0.29292929292929293,0.3466666666666666,"[0.22727272727272727, 0.8333333333333334]","[[10, 34], [1, 5]]",0.3712121212121212,0.10738349341290518
18,0.5452133268117905,0.6666666666666666,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.38257575757575757,0.11000519750519751
19,0.6270837813615799,0.7482993197278912,0.32,0.3977272727272727,0.2916666666666667,0.3993333333333333,"[0.29545454545454547, 0.5]","[[13, 31], [3, 3]]",0.3712121212121212,0.10676765364265364
20,0.672157010436058,0.6258503401360545,0.66,0.375,0.39759036144578314,0.6997590361445784,"[0.75, 0.0]","[[33, 11], [6, 0]]",0.375,0.10854828042328042
21,0.5477359659969807,0.5986394557823129,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.38257575757575757,0.10990729375037885
22,0.8357044756412506,0.5306122448979592,0.86,0.48863636363636365,0.46236559139784944,0.813763440860215,"[0.9772727272727273, 0.0]","[[43, 1], [6, 0]]",0.36742424242424243,0.1067574220567482
23,0.8295672595500946,0.6258503401360545,0.16,0.5227272727272727,0.15458937198067632,0.10318840579710145,"[0.045454545454545456, 1.0]","[[2, 42], [0, 6]]",0.35984848484848486,0.10436051521577838
24,0.6098498106002808,0.7074829931972789,0.48,0.41666666666666663,0.38095238095238093,0.5691428571428572,"[0.5, 0.3333333333333333]","[[22, 22], [4, 2]]",0.3712121212121212,0.10647294760197987
25,0.5223621457815171,0.7619047619047619,0.82,0.4659090909090909,0.45054945054945056,0.792967032967033,"[0.9318181818181818, 0.0]","[[41, 3], [6, 0]]",0.3598484848484848,0.10468050270041708
26,0.5658527404069901,0.6666666666666666,0.78,0.4431818181818182,0.43820224719101125,0.7712359550561798,"[0.8863636363636364, 0.0]","[[39, 5], [6, 0]]",0.3674242424242424,0.10587897940292604
27,0.6359017312526702,0.673469387755102,0.68,0.38636363636363635,0.40476190476190477,0.7123809523809524,"[0.7727272727272727, 0.0]","[[34, 10], [6, 0]]",0.3560606060606061,0.10333268310662974
28,0.5617694079875946,0.8027210884353742,0.32,0.3977272727272727,0.2916666666666667,0.3993333333333333,"[0.29545454545454547, 0.5]","[[13, 31], [3, 3]]",0.34469696969696967,0.1016473533241826
29,0.5067012801766395,0.7687074829931972,0.84,0.4772727272727273,0.45652173913043476,0.8034782608695652,"[0.9545454545454546, 0.0]","[[42, 2], [6, 0]]",0.3522727272727273,0.10307983288166216
30,0.6445870757102966,0.7346938775510204,0.34,0.4810606060606061,0.31789995866060355,0.41121124431583295,"[0.29545454545454547, 0.6666666666666666]","[[13, 31], [2, 4]]",0.34848484848484845,0.10212083817266743
31,0.6368625044822693,0.7346938775510204,0.16,0.4507575757575758,0.15865384615384615,0.1330769230769231,"[0.06818181818181818, 0.8333333333333334]","[[3, 41], [1, 5]]",0.34469696969696967,0.1016473533241826
32,0.5412264943122864,0.7006802721088435,0.62,0.3522727272727273,0.38271604938271603,0.6735802469135802,"[0.7045454545454546, 0.0]","[[31, 13], [6, 0]]",0.3446969696969697,0.1018712325893177
33,0.482749217748642,0.7346938775510204,0.78,0.4431818181818182,0.43820224719101125,0.7712359550561798,"[0.8863636363636364, 0.0]","[[39, 5], [6, 0]]",0.3446969696969697,0.1018712325893177
34,0.5518936842679978,0.8163265306122449,0.32,0.3977272727272727,0.2916666666666667,0.3993333333333333,"[0.29545454545454547, 0.5]","[[13, 31], [3, 3]]",0.34090909090909094,0.1009939372267282
35,0.47883073091506956,0.8435374149659864,0.32,0.3977272727272727,0.2916666666666667,0.3993333333333333,"[0.29545454545454547, 0.5]","[[13, 31], [3, 3]]",0.3522727272727273,0.10300771026113795
36,0.5474360287189484,0.7006802721088435,0.56,0.46212121212121215,0.4282744282744283,0.6368399168399168,"[0.5909090909090909, 0.3333333333333333]","[[26, 18], [4, 2]]",0.3522727272727273,0.10321866958863862
37,0.48393705785274505,0.8231292517006803,0.56,0.46212121212121215,0.4282744282744283,0.6368399168399168,"[0.5909090909090909, 0.3333333333333333]","[[26, 18], [4, 2]]",0.3560606060606061,0.10369215443712348
38,0.5018291354179383,0.8163265306122449,0.6,0.3409090909090909,0.375,0.66,"[0.6818181818181818, 0.0]","[[30, 14], [6, 0]]",0.34469696969696967,0.1021763514731498
39,0.49442262053489683,0.8435374149659864,0.56,0.3181818181818182,0.358974358974359,0.6317948717948718,"[0.6363636363636364, 0.0]","[[28, 16], [6, 0]]",0.34469696969696967,0.1021763514731498
40,0.4437879979610443,0.8367346938775511,0.76,0.4318181818181818,0.4318181818181818,0.76,"[0.8636363636363636, 0.0]","[[38, 6], [6, 0]]",0.3522727272727273,0.10323235898253652
41,0.4935075849294662,0.782312925170068,0.3,0.4583333333333333,0.28600571195430435,0.3619747042023663,"[0.25, 0.6666666666666666]","[[11, 33], [2, 4]]",0.34469696969696967,0.10217398108592332
42,0.46076027154922483,0.7891156462585034,0.58,0.4015151515151515,0.40711462450592883,0.6504347826086956,"[0.6363636363636364, 0.16666666666666666]","[[28, 16], [5, 1]]",0.3484848484848485,0.10278909657118901
43,0.43802173137664796,0.8503401360544217,0.84,0.4772727272727273,0.45652173913043476,0.8034782608695652,"[0.9545454545454546, 0.0]","[[42, 2], [6, 0]]",0.3674242424242424,0.10535046475755719
44,0.5796307504177094,0.7006802721088435,0.52,0.43939393939393934,0.40476190476190477,0.6038095238095238,"[0.5454545454545454, 0.3333333333333333]","[[24, 20], [4, 2]]",0.3560606060606061,0.10369489367263829
45,0.4517409265041351,0.8639455782312925,0.56,0.39015151515151514,0.3969298245614035,0.6352631578947369,"[0.6136363636363636, 0.16666666666666666]","[[27, 17], [5, 1]]",0.3522727272727273,0.10314871441359783
46,0.4494283959269524,0.8503401360544217,0.32,0.46969696969696967,0.30213464696223313,0.38699507389162563,"[0.2727272727272727, 0.6666666666666666]","[[12, 32], [2, 4]]",0.3522727272727273,0.10315796640293545
47,0.443890368938446,0.782312925170068,0.8,0.45454545454545453,0.4444444444444444,0.7822222222222222,"[0.9090909090909091, 0.0]","[[40, 4], [6, 0]]",0.3598484848484848,0.10440028827546581
48,0.4866994351148605,0.7346938775510204,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.3712121212121212,0.10714010024284486
49,0.49428594410419463,0.7414965986394558,0.84,0.4772727272727273,0.45652173913043476,0.8034782608695652,"[0.9545454545454546, 0.0]","[[42, 2], [6, 0]]",0.36363636363636365,0.10620340718384787
50,0.5052965462207795,0.7687074829931972,0.66,0.375,0.39759036144578314,0.6997590361445784,"[0.75, 0.0]","[[33, 11], [6, 0]]",0.34848484848484845,0.10273185848203602
