epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix
1,1.950260329246521,0.19047619047619047,0.16,0.19,0.14086229086229085,0.15117760617760617,"[0.08333333333333333, 0.3333333333333333, 0.2, 0.0, 0.3333333333333333]","[[2, 12, 0, 0, 10], [1, 4, 2, 0, 5], [0, 4, 1, 0, 0], [0, 4, 0, 0, 2], [1, 1, 0, 0, 1]]"
2,1.8489740490913391,0.272108843537415,0.14,0.18333333333333335,0.06680189317106153,0.08973630831643002,"[0.08333333333333333, 0.0, 0.0, 0.8333333333333334, 0.0]","[[2, 0, 0, 22, 0], [1, 0, 0, 11, 0], [0, 0, 0, 5, 0], [1, 0, 0, 5, 0], [1, 0, 0, 2, 0]]"
3,1.7891005992889404,0.16326530612244897,0.26,0.24333333333333335,0.15271180432470755,0.245586671393123,"[0.3333333333333333, 0.08333333333333333, 0.8, 0.0, 0.0]","[[8, 6, 10, 0, 0], [4, 1, 7, 0, 0], [1, 0, 4, 0, 0], [1, 2, 3, 0, 0], [1, 0, 2, 0, 0]]"
4,1.7474661946296692,0.272108843537415,0.12,0.2,0.04285714285714286,0.02571428571428571,"[0.0, 0.0, 0.0, 1.0, 0.0]","[[0, 0, 0, 24, 0], [0, 0, 0, 12, 0], [0, 0, 0, 5, 0], [0, 0, 0, 6, 0], [0, 0, 0, 3, 0]]"
5,1.5995075464248658,0.2789115646258503,0.44,0.19166666666666668,0.14673913043478262,0.32217391304347825,"[0.875, 0.08333333333333333, 0.0, 0.0, 0.0]","[[21, 2, 0, 0, 1], [11, 1, 0, 0, 0], [4, 1, 0, 0, 0], [6, 0, 0, 0, 0], [3, 0, 0, 0, 0]]"
6,1.5505955219268799,0.36054421768707484,0.34,0.17333333333333334,0.14561403508771928,0.286140350877193,"[0.6666666666666666, 0.0, 0.2, 0.0, 0.0]","[[16, 0, 2, 6, 0], [7, 0, 2, 3, 0], [4, 0, 1, 0, 0], [4, 0, 2, 0, 0], [2, 0, 0, 1, 0]]"
7,1.650303876399994,0.2789115646258503,0.14,0.16666666666666666,0.11168831168831168,0.08259740259740259,"[0.0, 0.5, 0.0, 0.0, 0.3333333333333333]","[[0, 14, 0, 9, 1], [0, 6, 0, 4, 2], [0, 5, 0, 0, 0], [0, 6, 0, 0, 0], [0, 1, 0, 1, 1]]"
8,1.5056586503982543,0.35374149659863946,0.12,0.21666666666666665,0.06998491704374057,0.05653092006033183,"[0.0, 0.08333333333333333, 1.0, 0.0, 0.0]","[[0, 0, 22, 2, 0], [0, 1, 10, 1, 0], [0, 0, 5, 0, 0], [0, 0, 6, 0, 0], [0, 0, 3, 0, 0]]"
9,1.422925853729248,0.3673469387755102,0.32,0.13333333333333333,0.10491803278688525,0.2518032786885246,"[0.6666666666666666, 0.0, 0.0, 0.0, 0.0]","[[16, 0, 0, 5, 3], [10, 0, 0, 1, 1], [5, 0, 0, 0, 0], [4, 0, 0, 0, 2], [2, 0, 0, 1, 0]]"
10,1.4754052758216858,0.30612244897959184,0.36,0.225,0.1757142857142857,0.31885714285714284,"[0.375, 0.75, 0.0, 0.0, 0.0]","[[9, 15, 0, 0, 0], [1, 9, 2, 0, 0], [2, 3, 0, 0, 0], [3, 2, 1, 0, 0], [1, 1, 1, 0, 0]]"
11,1.4949138522148133,0.2653061224489796,0.1,0.16666666666666669,0.037037037037037035,0.022222222222222223,"[0.0, 0.0, 0.0, 0.8333333333333334, 0.0]","[[0, 0, 1, 23, 0], [0, 0, 0, 12, 0], [0, 0, 0, 5, 0], [0, 0, 1, 5, 0], [0, 0, 0, 3, 0]]"
12,1.641887891292572,0.3673469387755102,0.12,0.26666666666666666,0.10158730158730159,0.03936507936507937,"[0.0, 0.0, 1.0, 0.0, 0.3333333333333333]","[[0, 0, 18, 4, 2], [0, 0, 9, 2, 1], [0, 0, 5, 0, 0], [0, 0, 6, 0, 0], [0, 0, 2, 0, 1]]"
13,1.362804615497589,0.3877551020408163,0.18,0.125,0.11545209176788125,0.1917004048582996,"[0.20833333333333334, 0.25, 0.0, 0.16666666666666666, 0.0]","[[5, 7, 1, 11, 0], [3, 3, 2, 4, 0], [2, 2, 0, 1, 0], [3, 1, 1, 1, 0], [1, 1, 0, 1, 0]]"
14,1.402904784679413,0.3673469387755102,0.42,0.18333333333333335,0.151981351981352,0.32783216783216784,"[0.8333333333333334, 0.08333333333333333, 0.0, 0.0, 0.0]","[[20, 0, 0, 2, 2], [9, 1, 0, 1, 1], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1], [3, 0, 0, 0, 0]]"
15,1.3856969356536866,0.40816326530612246,0.42,0.215,0.18096530920060333,0.3526877828054299,"[0.7916666666666666, 0.08333333333333333, 0.2, 0.0, 0.0]","[[19, 0, 5, 0, 0], [7, 1, 3, 1, 0], [4, 0, 1, 0, 0], [4, 0, 2, 0, 0], [2, 0, 1, 0, 0]]"
16,1.4127632617950439,0.36054421768707484,0.2,0.16666666666666669,0.0784313725490196,0.09411764705882353,"[0.0, 0.8333333333333334, 0.0, 0.0, 0.0]","[[0, 18, 0, 3, 3], [0, 10, 0, 1, 1], [1, 4, 0, 0, 0], [0, 6, 0, 0, 0], [1, 1, 0, 1, 0]]"
17,1.303937667608261,0.46938775510204084,0.44,0.215,0.15982142857142856,0.3292857142857143,"[0.875, 0.0, 0.2, 0.0, 0.0]","[[21, 0, 3, 0, 0], [8, 0, 3, 1, 0], [4, 0, 1, 0, 0], [5, 0, 1, 0, 0], [2, 0, 1, 0, 0]]"
18,1.3835587561130525,0.38095238095238093,0.1,0.16666666666666669,0.038461538461538464,0.023076923076923078,"[0.0, 0.0, 0.0, 0.8333333333333334, 0.0]","[[0, 1, 1, 22, 0], [0, 0, 0, 12, 0], [0, 1, 0, 4, 0], [0, 0, 1, 5, 0], [0, 0, 0, 3, 0]]"
19,1.3853136897087097,0.4421768707482993,0.26,0.26166666666666666,0.17035714285714287,0.22785714285714284,"[0.125, 0.5833333333333334, 0.6, 0.0, 0.0]","[[3, 9, 11, 0, 1], [0, 7, 5, 0, 0], [0, 2, 3, 0, 0], [0, 1, 5, 0, 0], [1, 1, 1, 0, 0]]"
20,1.2593292593955994,0.43537414965986393,0.42,0.22333333333333333,0.19782805429864253,0.3598552036199095,"[0.75, 0.16666666666666666, 0.2, 0.0, 0.0]","[[18, 3, 2, 0, 1], [7, 2, 3, 0, 0], [4, 0, 1, 0, 0], [5, 0, 1, 0, 0], [2, 0, 1, 0, 0]]"
21,1.4749378383159637,0.3741496598639456,0.3,0.125,0.10169491525423728,0.24406779661016947,"[0.625, 0.0, 0.0, 0.0, 0.0]","[[15, 0, 0, 9, 0], [8, 0, 0, 4, 0], [4, 0, 0, 1, 0], [6, 0, 0, 0, 0], [2, 0, 0, 1, 0]]"
22,1.3649095475673676,0.48299319727891155,0.14,0.13,0.11773551525873507,0.15886775762936753,"[0.16666666666666666, 0.08333333333333333, 0.4, 0.0, 0.0]","[[4, 1, 5, 8, 6], [3, 1, 3, 3, 2], [2, 0, 2, 1, 0], [3, 0, 2, 0, 1], [2, 0, 0, 1, 0]]"
23,1.1640340507030487,0.5850340136054422,0.2,0.23166666666666663,0.1613726453726454,0.15678656838656838,"[0.041666666666666664, 0.5833333333333334, 0.2, 0.0, 0.3333333333333333]","[[1, 11, 3, 5, 4], [0, 7, 1, 2, 2], [0, 3, 1, 1, 0], [0, 3, 2, 0, 1], [0, 1, 0, 1, 1]]"
24,1.1618054270744325,0.54421768707483,0.26,0.125,0.13244444444444445,0.26453333333333334,"[0.4583333333333333, 0.16666666666666666, 0.0, 0.0, 0.0]","[[11, 2, 0, 9, 2], [6, 2, 0, 3, 1], [3, 1, 0, 1, 0], [4, 1, 0, 0, 1], [2, 0, 0, 1, 0]]"
25,1.1224431693553925,0.5714285714285714,0.16,0.23333333333333334,0.10285714285714284,0.12438095238095238,"[0.08333333333333333, 0.08333333333333333, 1.0, 0.0, 0.0]","[[2, 2, 16, 2, 2], [1, 1, 8, 1, 1], [0, 0, 5, 0, 0], [0, 0, 6, 0, 0], [1, 0, 2, 0, 0]]"
26,1.1376615047454834,0.47619047619047616,0.48,0.20833333333333334,0.1621978021978022,0.3523516483516484,"[0.9583333333333334, 0.08333333333333333, 0.0, 0.0, 0.0]","[[23, 0, 0, 0, 1], [10, 1, 0, 1, 0], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1], [3, 0, 0, 0, 0]]"
27,1.2479326546192169,0.5170068027210885,0.12,0.21666666666666665,0.07332242225859247,0.058199672667757774,"[0.0, 0.08333333333333333, 1.0, 0.0, 0.0]","[[0, 0, 19, 5, 0], [0, 1, 9, 2, 0], [0, 0, 5, 0, 0], [0, 0, 6, 0, 0], [0, 0, 3, 0, 0]]"
28,1.1890449225902557,0.4897959183673469,0.38,0.23333333333333334,0.19588039867109633,0.34668438538205976,"[0.4166666666666667, 0.75, 0.0, 0.0, 0.0]","[[10, 9, 0, 2, 3], [2, 9, 0, 0, 1], [2, 3, 0, 0, 0], [4, 1, 0, 0, 1], [1, 1, 0, 1, 0]]"
29,1.1410021007061004,0.47619047619047616,0.12,0.175,0.053037037037037035,0.06062222222222222,"[0.041666666666666664, 0.0, 0.0, 0.8333333333333334, 0.0]","[[1, 0, 0, 23, 0], [0, 0, 0, 12, 0], [0, 0, 0, 5, 0], [0, 0, 1, 5, 0], [0, 0, 0, 3, 0]]"
30,1.2392216503620148,0.5102040816326531,0.18,0.3083333333333333,0.156,0.1354,"[0.041666666666666664, 0.16666666666666666, 1.0, 0.0, 0.3333333333333333]","[[1, 2, 15, 2, 4], [0, 2, 8, 1, 1], [0, 0, 5, 0, 0], [0, 0, 5, 0, 1], [0, 0, 2, 0, 1]]"
31,1.2532800793647767,0.4013605442176871,0.32,0.15,0.1346092503987241,0.27942583732057413,"[0.5833333333333334, 0.16666666666666666, 0.0, 0.0, 0.0]","[[14, 6, 0, 4, 0], [8, 2, 0, 2, 0], [4, 1, 0, 0, 0], [5, 1, 0, 0, 0], [2, 0, 0, 1, 0]]"
32,1.1627369105815888,0.5034013605442177,0.16,0.2833333333333333,0.1264957264957265,0.11282051282051282,"[0.08333333333333333, 0.0, 1.0, 0.0, 0.3333333333333333]","[[2, 0, 14, 5, 3], [0, 0, 8, 3, 1], [0, 0, 5, 0, 0], [0, 0, 5, 0, 1], [0, 0, 2, 0, 1]]"
33,1.276048082113266,0.5034013605442177,0.24,0.23833333333333334,0.22333333333333333,0.26599999999999996,"[0.2916666666666667, 0.16666666666666666, 0.4, 0.0, 0.3333333333333333]","[[7, 4, 1, 7, 5], [3, 2, 2, 3, 2], [2, 0, 2, 1, 0], [4, 1, 0, 0, 1], [0, 1, 0, 1, 1]]"
34,1.0700217187404633,0.4557823129251701,0.32,0.14166666666666666,0.13026634382566585,0.2783535108958837,"[0.625, 0.08333333333333333, 0.0, 0.0, 0.0]","[[15, 1, 0, 7, 1], [8, 1, 0, 2, 1], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1], [2, 0, 0, 1, 0]]"
35,1.1424107015132905,0.5850340136054422,0.16,0.2683333333333333,0.1520573476702509,0.12553978494623658,"[0.041666666666666664, 0.16666666666666666, 0.8, 0.0, 0.3333333333333333]","[[1, 5, 10, 4, 4], [0, 2, 6, 3, 1], [0, 0, 4, 1, 0], [0, 1, 5, 0, 0], [0, 0, 1, 1, 1]]"
36,1.028847086429596,0.4897959183673469,0.2,0.14166666666666666,0.1257516339869281,0.23356862745098042,"[0.2916666666666667, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[[7, 2, 0, 14, 1], [1, 1, 0, 8, 2], [0, 1, 0, 4, 0], [2, 1, 0, 2, 1], [1, 0, 0, 2, 0]]"
37,1.1367202520370483,0.5578231292517006,0.14,0.16166666666666668,0.10173998044965789,0.14308504398826977,"[0.125, 0.08333333333333333, 0.6, 0.0, 0.0]","[[3, 1, 12, 7, 1], [1, 1, 7, 3, 0], [1, 0, 3, 1, 0], [1, 1, 4, 0, 0], [1, 0, 2, 0, 0]]"
38,0.9938673555850983,0.5578231292517006,0.36,0.16666666666666666,0.1487719298245614,0.3065263157894737,"[0.6666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0]","[[16, 4, 0, 3, 1], [8, 2, 0, 1, 1], [4, 1, 0, 0, 0], [5, 0, 0, 0, 1], [3, 0, 0, 0, 0]]"
39,0.9572243392467499,0.7210884353741497,0.14,0.225,0.08906882591093117,0.08850202429149798,"[0.041666666666666664, 0.08333333333333333, 1.0, 0.0, 0.0]","[[1, 5, 14, 3, 1], [0, 1, 7, 3, 1], [0, 0, 5, 0, 0], [0, 1, 5, 0, 0], [1, 0, 2, 0, 0]]"
40,0.949570381641388,0.5850340136054422,0.38,0.16666666666666669,0.14505494505494504,0.3112087912087912,"[0.75, 0.08333333333333333, 0.0, 0.0, 0.0]","[[18, 0, 0, 4, 2], [9, 1, 0, 1, 1], [5, 0, 0, 0, 0], [5, 0, 0, 0, 1], [2, 0, 0, 1, 0]]"
