epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.9544088542461395,0.5100671140939598,0.2857142857142857,0.5138888888888888,0.24014178112538767,0.15279448066333312,"[0.027777777777777776, 1.0]","[[1, 35], [0, 13]]",0.44230769230769235,0.24874133848150282
2,0.8139840066432953,0.5100671140939598,0.5102040816326531,0.3717948717948718,0.3717948717948718,0.5102040816326531,"[0.6666666666666666, 0.07692307692307693]","[[24, 12], [12, 1]]",0.4423076923076924,0.2473897616918212
3,0.7731175482273102,0.8322147651006712,0.5510204081632653,0.49786324786324787,0.4895833333333333,0.5727040816326531,"[0.6111111111111112, 0.38461538461538464]","[[22, 14], [8, 5]]",0.4465811965811966,0.24962875016360064
4,0.6842117309570312,0.738255033557047,0.24489795918367346,0.4123931623931624,0.2242190842961061,0.16476731899435,"[0.05555555555555555, 0.7692307692307693]","[[2, 34], [3, 10]]",0.4572649572649573,0.25519615097521475
5,0.7085931062698364,0.610738255033557,0.2857142857142857,0.5138888888888888,0.24014178112538767,0.15279448066333312,"[0.027777777777777776, 1.0]","[[1, 35], [0, 13]]",0.4914529914529915,0.2798792299444717
6,0.7168052524328232,0.5838926174496645,0.7142857142857143,0.4861111111111111,0.4166666666666667,0.6122448979591837,"[0.9722222222222222, 0.0]","[[35, 1], [13, 0]]",0.4636752136752137,0.2580823412493871
7,0.7616394013166428,0.5234899328859061,0.673469387755102,0.4583333333333333,0.4024390243902439,0.5913389746142359,"[0.9166666666666666, 0.0]","[[33, 3], [13, 0]]",0.4658119658119658,0.2633740385937426
8,0.8778525590896606,0.7315436241610739,0.2653061224489796,0.5,0.20967741935483872,0.11125740618828177,"[0.0, 1.0]","[[0, 36], [0, 13]]",0.5213675213675214,0.3053886345779172
9,0.610057356953621,0.6644295302013423,0.7346938775510204,0.5,0.4235294117647059,0.622328931572629,"[1.0, 0.0]","[[36, 0], [13, 0]]",0.4786324786324786,0.2656809388539661
10,0.7660049617290496,0.5570469798657718,0.7142857142857143,0.4861111111111111,0.4166666666666667,0.6122448979591837,"[0.9722222222222222, 0.0]","[[35, 1], [13, 0]]",0.4807692307692308,0.2682120522730037
11,0.6892262756824493,0.5771812080536913,0.6122448979591837,0.5149572649572649,0.5143453312467396,0.6166948782642948,"[0.7222222222222222, 0.3076923076923077]","[[26, 10], [9, 4]]",0.5021367521367521,0.2878221464657635
12,0.6205028384923935,0.8053691275167785,0.673469387755102,0.4583333333333333,0.4024390243902439,0.5913389746142359,"[0.9166666666666666, 0.0]","[[33, 3], [13, 0]]",0.4978632478632479,0.28311238581327686
13,0.6908041298389435,0.6375838926174496,0.673469387755102,0.532051282051282,0.5311004784688995,0.6523776974904795,"[0.8333333333333334, 0.23076923076923078]","[[30, 6], [10, 3]]",0.5042735042735043,0.2884088134228186
14,0.6891229689121247,0.7516778523489933,0.2653061224489796,0.5,0.20967741935483872,0.11125740618828177,"[0.0, 1.0]","[[0, 36], [0, 13]]",0.5427350427350428,0.3284331571320115
15,0.7250736013054848,0.5637583892617449,0.7346938775510204,0.5,0.4235294117647059,0.622328931572629,"[1.0, 0.0]","[[36, 0], [13, 0]]",0.4829059829059829,0.2708024453680953
16,0.7299188852310181,0.5033557046979866,0.7142857142857143,0.5598290598290598,0.5602564102564103,0.6824175824175824,"[0.8888888888888888, 0.23076923076923078]","[[32, 4], [10, 3]]",0.4935897435897436,0.29281208956385796
17,0.5927866280078888,0.7718120805369127,0.673469387755102,0.532051282051282,0.5311004784688995,0.6523776974904795,"[0.8333333333333334, 0.23076923076923078]","[[30, 6], [10, 3]]",0.49572649572649574,0.29468831412030233
18,0.584621649980545,0.7651006711409396,0.7142857142857143,0.4861111111111111,0.4166666666666667,0.6122448979591837,"[0.9722222222222222, 0.0]","[[35, 1], [13, 0]]",0.5,0.2942820859012949
19,0.6246996462345124,0.5704697986577181,0.673469387755102,0.48290598290598286,0.4555555555555556,0.617233560090703,"[0.8888888888888888, 0.07692307692307693]","[[32, 4], [12, 1]]",0.49786324786324787,0.2938574247500892
20,0.5820386826992034,0.8120805369127517,0.673469387755102,0.532051282051282,0.5311004784688995,0.6523776974904795,"[0.8333333333333334, 0.23076923076923078]","[[30, 6], [10, 3]]",0.5149572649572649,0.3191675209626458
21,0.5821836560964584,0.785234899328859,0.673469387755102,0.532051282051282,0.5311004784688995,0.6523776974904795,"[0.8333333333333334, 0.23076923076923078]","[[30, 6], [10, 3]]",0.5085470085470085,0.31471485538855926
22,0.5713570058345795,0.7986577181208053,0.6938775510204082,0.4967948717948718,0.4662309368191721,0.6298519407763105,"[0.9166666666666666, 0.07692307692307693]","[[33, 3], [12, 1]]",0.517094017094017,0.3193729601425719
23,0.5373842746019364,0.785234899328859,0.7346938775510204,0.5,0.4235294117647059,0.622328931572629,"[1.0, 0.0]","[[36, 0], [13, 0]]",0.5064102564102565,0.3113720824350255
24,0.5882840096950531,0.785234899328859,0.5714285714285714,0.5117521367521367,0.5045739046701974,0.5899993121947864,"[0.6388888888888888, 0.38461538461538464]","[[23, 13], [8, 5]]",0.5277777777777778,0.36936206664161636
25,0.5475359112024307,0.7986577181208053,0.30612244897959184,0.5277777777777778,0.2692982456140351,0.19230218403150734,"[0.05555555555555555, 1.0]","[[2, 34], [0, 13]]",0.5363247863247864,0.37519214393859884
26,0.5801661044359208,0.6644295302013423,0.6530612244897959,0.5181623931623932,0.5171014492753623,0.6373735581188997,"[0.8055555555555556, 0.23076923076923078]","[[29, 7], [10, 3]]",0.5128205128205128,0.354082317395576
27,0.5883693188428879,0.7449664429530202,0.5510204081632653,0.5224358974358975,0.5045955882352942,0.5757803121248499,"[0.5833333333333334, 0.46153846153846156]","[[21, 15], [7, 6]]",0.5256410256410255,0.3586040564811864
28,0.5857043176889419,0.87248322147651,0.3469387755102041,0.45726495726495725,0.3466666666666667,0.3404081632653061,"[0.2222222222222222, 0.6923076923076923]","[[8, 28], [4, 9]]",0.5299145299145299,0.3625039633788308
29,0.4839943438768387,0.8456375838926175,0.7346938775510204,0.5,0.4235294117647059,0.622328931572629,"[1.0, 0.0]","[[36, 0], [13, 0]]",0.5042735042735043,0.3409840503418568
30,0.5688030689954757,0.7315436241610739,0.6326530612244898,0.5288461538461539,0.5288461538461539,0.6326530612244898,"[0.75, 0.3076923076923077]","[[27, 9], [9, 4]]",0.5213675213675214,0.3568722762211725
31,0.5390343725681305,0.8590604026845637,0.5510204081632653,0.5224358974358975,0.5045955882352942,0.5757803121248499,"[0.5833333333333334, 0.46153846153846156]","[[21, 15], [7, 6]]",0.52991452991453,0.3630985537144183
32,0.49195572435855867,0.912751677852349,0.673469387755102,0.5074786324786325,0.49743589743589745,0.6370486656200942,"[0.8611111111111112, 0.15384615384615385]","[[31, 5], [11, 2]]",0.5213675213675213,0.35635641827987624
33,0.46346758902072904,0.9060402684563759,0.5102040816326531,0.4946581196581197,0.4731182795698925,0.5387316216809305,"[0.5277777777777778, 0.46153846153846156]","[[19, 17], [7, 6]]",0.5384615384615384,0.3643376035402302
34,0.4441273808479309,0.697986577181208,0.7346938775510204,0.5,0.4235294117647059,0.622328931572629,"[1.0, 0.0]","[[36, 0], [13, 0]]",0.5021367521367521,0.33993718767974906
35,0.5653544306755066,0.6845637583892618,0.5714285714285714,0.5363247863247864,0.5202797202797202,0.5938061938061938,"[0.6111111111111112, 0.46153846153846156]","[[22, 14], [7, 6]]",0.5256410256410257,0.35828244975804285
36,0.5950950473546982,0.7718120805369127,0.3877551020408163,0.48504273504273504,0.3875,0.3933673469387755,"[0.2777777777777778, 0.6923076923076923]","[[10, 26], [4, 9]]",0.5256410256410258,0.35919637578509106
37,0.4902630865573883,0.8389261744966443,0.6938775510204082,0.545940170940171,0.5454545454545454,0.667373442883647,"[0.8611111111111112, 0.23076923076923078]","[[31, 5], [10, 3]]",0.5192307692307692,0.35464344594356173
38,0.4611240714788437,0.9395973154362416,0.42857142857142855,0.5128205128205128,0.4264214046822743,0.4429049211657907,"[0.3333333333333333, 0.6923076923076923]","[[12, 24], [4, 9]]",0.5213675213675213,0.35558758262416273
39,0.5476200014352799,0.6778523489932886,0.7346938775510204,0.5245726495726496,0.4883534136546185,0.6549954921727728,"[0.9722222222222222, 0.07692307692307693]","[[35, 1], [12, 1]]",0.5128205128205128,0.3496585657324372
