epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.8764117240905762,0.5238095238095238,0.48,0.5,0.32432432432432434,0.3113513513513514,"[0.0, 1.0]","[[0, 26], [0, 24]]",0.5913461538461539,0.6458449630493683
2,0.9627978801727295,0.4489795918367347,0.54,0.5416666666666667,0.5398159263705482,0.5394477791116447,"[0.5, 0.5833333333333334]","[[13, 13], [10, 14]]",0.5865384615384616,0.6220175932814505
3,0.7525033831596375,0.46938775510204084,0.6,0.5833333333333334,0.503968253968254,0.5126984126984128,"[1.0, 0.16666666666666666]","[[26, 0], [20, 4]]",0.5849358974358974,0.6231616747441003
4,0.7273177713155746,0.4897959183673469,0.52,0.5,0.34210526315789475,0.35578947368421054,"[1.0, 0.0]","[[26, 0], [24, 0]]",0.5657051282051282,0.6159624399409503
5,0.7927044793963433,0.5510204081632653,0.48,0.5,0.32432432432432434,0.3113513513513514,"[0.0, 1.0]","[[0, 26], [0, 24]]",0.5881410256410257,0.6497857302740364
6,0.7155486732721329,0.5510204081632653,0.58,0.5641025641025641,0.4900437105390966,0.49861097620203976,"[0.9615384615384616, 0.16666666666666666]","[[25, 1], [20, 4]]",0.576923076923077,0.6325184430493173
7,0.6744465887546539,0.6054421768707483,0.52,0.5288461538461539,0.5,0.49599999999999994,"[0.3076923076923077, 0.75]","[[8, 18], [6, 18]]",0.5753205128205128,0.622210661644975
8,0.6660036027431488,0.5986394557823129,0.52,0.5208333333333333,0.52,0.52,"[0.5, 0.5416666666666666]","[[13, 13], [11, 13]]",0.5689102564102564,0.6133841393410209
9,0.7061164557933808,0.5306122448979592,0.54,0.530448717948718,0.5066495066495067,0.5117803517803517,"[0.7692307692307693, 0.2916666666666667]","[[20, 6], [17, 7]]",0.5673076923076923,0.6115695663972718
10,0.6301893651485443,0.6394557823129252,0.46,0.4791666666666667,0.3150684931506849,0.30246575342465754,"[0.0, 0.9583333333333334]","[[0, 26], [1, 23]]",0.5705128205128205,0.6171273768418628
11,0.6028178751468658,0.5782312925170068,0.52,0.5,0.34210526315789475,0.35578947368421054,"[1.0, 0.0]","[[26, 0], [24, 0]]",0.5657051282051282,0.621296657881713
12,0.7221284866333008,0.564625850340136,0.56,0.5560897435897436,0.5535714285714286,0.5557142857142857,"[0.6538461538461539, 0.4583333333333333]","[[17, 9], [13, 11]]",0.5480769230769231,0.6062746925901008
13,0.6093855291604996,0.6598639455782312,0.54,0.5208333333333334,0.38666666666666666,0.3989333333333333,"[1.0, 0.041666666666666664]","[[26, 0], [23, 1]]",0.5512820512820513,0.6161311914552204
14,0.6528649032115936,0.5918367346938775,0.6,0.5849358974358975,0.5238095238095238,0.5314285714285715,"[0.9615384615384616, 0.20833333333333334]","[[25, 1], [19, 5]]",0.5448717948717948,0.6100814834197344
15,0.6069801568984985,0.7142857142857143,0.54,0.5224358974358975,0.4165398274987316,0.42727549467275494,"[0.9615384615384616, 0.08333333333333333]","[[25, 1], [22, 2]]",0.5432692307692308,0.6109222310435704
16,0.5930997252464294,0.6870748299319728,0.54,0.5208333333333334,0.38666666666666666,0.3989333333333333,"[1.0, 0.041666666666666664]","[[26, 0], [23, 1]]",0.5336538461538463,0.6021900292313912
17,0.6748616129159928,0.5918367346938775,0.56,0.5432692307692308,0.45436507936507936,0.4639682539682539,"[0.9615384615384616, 0.125]","[[25, 1], [21, 3]]",0.532051282051282,0.5930550873758611
18,0.6889718443155288,0.6122448979591837,0.46,0.4791666666666667,0.3150684931506849,0.30246575342465754,"[0.0, 0.9583333333333334]","[[0, 26], [1, 23]]",0.5240384615384616,0.5854119037678746
19,0.6352013170719146,0.6598639455782312,0.52,0.5336538461538461,0.4652406417112299,0.4583957219251337,"[0.19230769230769232, 0.875]","[[5, 21], [3, 21]]",0.5256410256410257,0.5888638689255765
20,0.6408733189105987,0.5986394557823129,0.52,0.5352564102564102,0.4485294117647059,0.44058823529411767,"[0.15384615384615385, 0.9166666666666666]","[[4, 22], [2, 22]]",0.516025641025641,0.5776685999654267
21,0.6126831263303757,0.6666666666666666,0.48,0.5,0.32432432432432434,0.3113513513513514,"[0.0, 1.0]","[[0, 26], [0, 24]]",0.514423076923077,0.5712955041506985
22,0.6955175548791885,0.6122448979591837,0.48,0.4967948717948718,0.38095238095238093,0.371047619047619,"[0.07692307692307693, 0.9166666666666666]","[[2, 24], [2, 22]]",0.516025641025641,0.5752377769742061
23,0.5440274566411972,0.673469387755102,0.56,0.5416666666666666,0.4282744282744283,0.4392515592515593,"[1.0, 0.08333333333333333]","[[26, 0], [22, 2]]",0.5208333333333334,0.5816143397421769
24,0.5920156240463257,0.6462585034013606,0.44,0.44551282051282054,0.4318181818181818,0.4290909090909091,"[0.3076923076923077, 0.5833333333333334]","[[8, 18], [10, 14]]",0.5192307692307693,0.576397993112532
25,0.6053632527589798,0.6870748299319728,0.58,0.5689102564102564,0.5384615384615385,0.544,"[0.8461538461538461, 0.2916666666666667]","[[22, 4], [17, 7]]",0.5208333333333334,0.575932995511334
26,0.6212012231349945,0.6870748299319728,0.48,0.4983974358974359,0.3551587301587301,0.3438095238095238,"[0.038461538461538464, 0.9583333333333334]","[[1, 25], [1, 23]]",0.5112179487179487,0.5641051461993895
27,0.5920893132686615,0.6462585034013606,0.46,0.4791666666666667,0.3150684931506849,0.30246575342465754,"[0.0, 0.9583333333333334]","[[0, 26], [1, 23]]",0.5064102564102564,0.5590175022221591
28,0.6170934438705444,0.5986394557823129,0.56,0.5432692307692308,0.45436507936507936,0.4639682539682539,"[0.9615384615384616, 0.125]","[[25, 1], [21, 3]]",0.5080128205128205,0.5728799283611055
29,0.5476044625043869,0.7278911564625851,0.56,0.5432692307692308,0.45436507936507936,0.4639682539682539,"[0.9615384615384616, 0.125]","[[25, 1], [21, 3]]",0.5048076923076922,0.5691420011399891
30,0.5299421519041061,0.7687074829931972,0.56,0.5432692307692308,0.45436507936507936,0.4639682539682539,"[0.9615384615384616, 0.125]","[[25, 1], [21, 3]]",0.5112179487179487,0.5723074241440712
31,0.55250793248415,0.6054421768707483,0.52,0.5,0.34210526315789475,0.35578947368421054,"[1.0, 0.0]","[[26, 0], [24, 0]]",0.5032051282051282,0.5784834015028877
32,0.6206299185752868,0.6326530612244898,0.5,0.5,0.49979991996798717,0.5002000800320128,"[0.5, 0.5]","[[13, 13], [12, 12]]",0.5096153846153846,0.5632698465424204
33,0.5572124660015106,0.7551020408163265,0.48,0.4807692307692308,0.48,0.48,"[0.46153846153846156, 0.5]","[[12, 14], [12, 12]]",0.5096153846153846,0.5645333592642665
34,0.5014551430940628,0.8027210884353742,0.48,0.4807692307692308,0.48,0.48,"[0.46153846153846156, 0.5]","[[12, 14], [12, 12]]",0.5080128205128205,0.5610667822682777
35,0.47170105278491975,0.8095238095238095,0.56,0.5416666666666666,0.4282744282744283,0.4392515592515593,"[1.0, 0.08333333333333333]","[[26, 0], [22, 2]]",0.5080128205128205,0.5666676386152276
36,0.5583892375230789,0.6870748299319728,0.54,0.5240384615384616,0.44147644487615345,0.45085964060223405,"[0.9230769230769231, 0.125]","[[24, 2], [21, 3]]",0.5192307692307693,0.5718136240992558
37,0.6585209757089615,0.5850340136054422,0.44,0.4567307692307692,0.3333333333333333,0.32266666666666666,"[0.038461538461538464, 0.875]","[[1, 25], [3, 21]]",0.5336538461538463,0.5726269903684527
38,0.51174136698246,0.7891156462585034,0.52,0.5192307692307692,0.5192307692307692,0.52,"[0.5384615384615384, 0.5]","[[14, 12], [12, 12]]",0.5240384615384616,0.5698233874933365
39,0.5075131058692932,0.8435374149659864,0.52,0.5160256410256411,0.512987012987013,0.5153246753246753,"[0.6153846153846154, 0.4166666666666667]","[[16, 10], [14, 10]]",0.530448717948718,0.5747135075329952
40,0.4926436603069305,0.782312925170068,0.56,0.5416666666666666,0.4282744282744283,0.4392515592515593,"[1.0, 0.08333333333333333]","[[26, 0], [22, 2]]",0.5224358974358974,0.5728654032836525
41,0.6485839724540711,0.564625850340136,0.54,0.5352564102564102,0.5308037535699714,0.5334312525499796,"[0.6538461538461539, 0.4166666666666667]","[[17, 9], [14, 10]]",0.5272435897435898,0.5713733617521474
42,0.5547637909650802,0.7142857142857143,0.44,0.4567307692307692,0.3333333333333333,0.32266666666666666,"[0.038461538461538464, 0.875]","[[1, 25], [3, 21]]",0.5368589743589743,0.5714490214330546
43,0.5142377197742463,0.7346938775510204,0.44,0.4551282051282052,0.35661764705882354,0.3473529411764706,"[0.07692307692307693, 0.8333333333333334]","[[2, 24], [4, 20]]",0.5400641025641025,0.5800932961492107
44,0.5142599314451217,0.6938775510204082,0.56,0.5560897435897436,0.5535714285714286,0.5557142857142857,"[0.6538461538461539, 0.4583333333333333]","[[17, 9], [13, 11]]",0.5336538461538461,0.5814646771118333
45,0.4685774058103561,0.7687074829931972,0.58,0.5641025641025641,0.4900437105390966,0.49861097620203976,"[0.9615384615384616, 0.16666666666666666]","[[25, 1], [20, 4]]",0.5336538461538461,0.58227457882811
46,0.46320600509643556,0.7687074829931972,0.56,0.5416666666666666,0.4282744282744283,0.4392515592515593,"[1.0, 0.08333333333333333]","[[26, 0], [22, 2]]",0.5272435897435898,0.5778667433311434
47,0.5431738168001174,0.6394557823129252,0.52,0.5224358974358975,0.5192307692307692,0.5184615384615384,"[0.46153846153846156, 0.5833333333333334]","[[12, 14], [10, 14]]",0.5496794871794872,0.5952375516546091
48,0.5280022412538529,0.6870748299319728,0.52,0.5064102564102564,0.4485294117647059,0.45647058823529413,"[0.8461538461538461, 0.16666666666666666]","[[22, 4], [20, 4]]",0.5464743589743589,0.593011331881462
49,0.4987246870994568,0.7142857142857143,0.44,0.4551282051282052,0.35661764705882354,0.3473529411764706,"[0.07692307692307693, 0.8333333333333334]","[[2, 24], [4, 20]]",0.5352564102564102,0.5815536500492174
50,0.4678118214011192,0.7414965986394558,0.56,0.5448717948717949,0.47619047619047616,0.48457142857142854,"[0.9230769230769231, 0.16666666666666666]","[[24, 2], [20, 4]]",0.5352564102564102,0.5875308478113788
51,0.4807737350463867,0.8163265306122449,0.52,0.5176282051282051,0.5169082125603865,0.5184541062801933,"[0.5769230769230769, 0.4583333333333333]","[[15, 11], [13, 11]]",0.5448717948717949,0.5950328686727357
52,0.4480630397796631,0.8503401360544217,0.48,0.48717948717948717,0.4663382594417077,0.4629228243021346,"[0.3076923076923077, 0.6666666666666666]","[[8, 18], [8, 16]]",0.5448717948717948,0.5924029582318961
53,0.49975656270980834,0.7414965986394558,0.52,0.5064102564102564,0.4485294117647059,0.45647058823529413,"[0.8461538461538461, 0.16666666666666666]","[[22, 4], [20, 4]]",0.530448717948718,0.5880586619287921
54,0.423817378282547,0.8503401360544217,0.58,0.5625,0.4672754946727549,0.4770776255707762,"[1.0, 0.125]","[[26, 0], [21, 3]]",0.5272435897435898,0.5838890615012489
55,0.5022006899118423,0.7414965986394558,0.54,0.5352564102564102,0.5308037535699714,0.5334312525499796,"[0.6538461538461539, 0.4166666666666667]","[[17, 9], [14, 10]]",0.5224358974358975,0.5776869901650397
56,0.4886944591999054,0.7891156462585034,0.56,0.5528846153846154,0.5416666666666666,0.5453333333333333,"[0.7307692307692307, 0.375]","[[19, 7], [15, 9]]",0.5176282051282052,0.5728353243758739
57,0.4352019101381302,0.8163265306122449,0.46,0.47756410256410253,0.3443419135502671,0.33332685769791154,"[0.038461538461538464, 0.9166666666666666]","[[1, 25], [2, 22]]",0.5368589743589743,0.5784117241406478
58,0.518659907579422,0.7210884353741497,0.5,0.5080128205128205,0.4832575444398512,0.47953699875981814,"[0.3076923076923077, 0.7083333333333334]","[[8, 18], [7, 17]]",0.530448717948718,0.5768850789093746
59,0.4351869523525238,0.8367346938775511,0.5,0.5064102564102564,0.4900040799673603,0.4871481028151774,"[0.34615384615384615, 0.6666666666666666]","[[9, 17], [8, 16]]",0.530448717948718,0.5817848497763568
60,0.47442805469036103,0.782312925170068,0.54,0.5480769230769231,0.5245969408846631,0.5211740388590327,"[0.34615384615384615, 0.75]","[[9, 17], [6, 18]]",0.5288461538461539,0.5811548094537762
61,0.43993803560733796,0.8231292517006803,0.48,0.47435897435897434,0.4663382594417077,0.4697536945812808,"[0.6153846153846154, 0.3333333333333333]","[[16, 10], [16, 8]]",0.5192307692307692,0.5769476437788246
62,0.4538926064968109,0.7959183673469388,0.58,0.5641025641025641,0.4900437105390966,0.49861097620203976,"[0.9615384615384616, 0.16666666666666666]","[[25, 1], [20, 4]]",0.5336538461538461,0.5885405224874071
63,0.45558095872402193,0.7959183673469388,0.56,0.5416666666666666,0.4282744282744283,0.4392515592515593,"[1.0, 0.08333333333333333]","[[26, 0], [22, 2]]",0.5288461538461539,0.5856580736841891
64,0.46189831793308256,0.782312925170068,0.56,0.5448717948717949,0.47619047619047616,0.48457142857142854,"[0.9230769230769231, 0.16666666666666666]","[[24, 2], [20, 4]]",0.5288461538461537,0.5794196509712055
65,0.4759052634239197,0.7619047619047619,0.54,0.5272435897435898,0.47987336047037543,0.4869470827679783,"[0.8461538461538461, 0.20833333333333334]","[[22, 4], [19, 5]]",0.5176282051282051,0.5738984866424964
66,0.46681312918663026,0.8367346938775511,0.5,0.4951923076923077,0.4900040799673603,0.492860057119543,"[0.6153846153846154, 0.375]","[[16, 10], [15, 9]]",0.5176282051282052,0.5698790997926498
67,0.43776300847530364,0.8027210884353742,0.46,0.4791666666666667,0.3150684931506849,0.30246575342465754,"[0.0, 0.9583333333333334]","[[0, 26], [1, 23]]",0.5176282051282052,0.5635350779927152
68,0.48138841688632966,0.7006802721088435,0.54,0.5272435897435898,0.47987336047037543,0.4869470827679783,"[0.8461538461538461, 0.20833333333333334]","[[22, 4], [19, 5]]",0.5160256410256411,0.5691151962084491
69,0.41250103116035464,0.8707482993197279,0.46,0.45993589743589747,0.45978391356542614,0.46021608643457385,"[0.46153846153846156, 0.4583333333333333]","[[12, 14], [13, 11]]",0.5080128205128205,0.5592704711190292
70,0.3978261470794678,0.8639455782312925,0.54,0.530448717948718,0.5066495066495067,0.5117803517803517,"[0.7692307692307693, 0.2916666666666667]","[[20, 6], [17, 7]]",0.514423076923077,0.564403585531926
71,0.4253011018037796,0.8299319727891157,0.56,0.5496794871794872,0.5225694444444444,0.5279166666666667,"[0.8076923076923077, 0.2916666666666667]","[[21, 5], [17, 7]]",0.5224358974358975,0.5727573846226891
72,0.3902264297008514,0.8707482993197279,0.54,0.5272435897435898,0.47987336047037543,0.4869470827679783,"[0.8461538461538461, 0.20833333333333334]","[[22, 4], [19, 5]]",0.5224358974358975,0.5737104741268977
73,0.37029711008071897,0.8979591836734694,0.54,0.5272435897435898,0.47987336047037543,0.4869470827679783,"[0.8461538461538461, 0.20833333333333334]","[[22, 4], [19, 5]]",0.5240384615384615,0.5737722840571287
74,0.3639646738767624,0.9251700680272109,0.54,0.5512820512820513,0.5066495066495067,0.5015186615186615,"[0.2692307692307692, 0.8333333333333334]","[[7, 19], [4, 20]]",0.514423076923077,0.5633832382217048
75,0.3972188621759415,0.8639455782312925,0.48,0.47756410256410253,0.47665056360708535,0.47832528180354267,"[0.5384615384615384, 0.4166666666666667]","[[14, 12], [14, 10]]",0.5128205128205129,0.5613192356396447
76,0.3675472795963287,0.891156462585034,0.56,0.5448717948717949,0.47619047619047616,0.48457142857142854,"[0.9230769230769231, 0.16666666666666666]","[[24, 2], [20, 4]]",0.516025641025641,0.5703259379007782
77,0.37982457280159,0.8435374149659864,0.5,0.5064102564102564,0.4900040799673603,0.4871481028151774,"[0.34615384615384615, 0.6666666666666666]","[[9, 17], [8, 16]]",0.514423076923077,0.5641865285298209
78,0.3806543380022049,0.8775510204081632,0.52,0.5240384615384616,0.5169082125603865,0.5153623188405797,"[0.4230769230769231, 0.625]","[[11, 15], [9, 15]]",0.5144230769230769,0.5637065705269796
79,0.38528200387954714,0.8571428571428571,0.54,0.530448717948718,0.5066495066495067,0.5117803517803517,"[0.7692307692307693, 0.2916666666666667]","[[20, 6], [17, 7]]",0.5144230769230769,0.5692658603750625
