epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.7432944506406785,0.54421768707483,0.9,0.5,0.47368421052631576,0.8526315789473684,"[1.0, 0.0]","[[45, 0], [5, 0]]",0.6222222222222222,0.16025027603974973
2,0.6817498505115509,0.6190476190476191,0.58,0.6777777777777778,0.4900437105390966,0.66138902379796,"[0.5555555555555556, 0.8]","[[25, 20], [1, 4]]",0.6044444444444445,0.14373623452570822
3,0.7529470801353455,0.5986394557823129,0.64,0.6222222222222222,0.506578947368421,0.7118421052631579,"[0.6444444444444445, 0.6]","[[29, 16], [2, 3]]",0.64,0.16332442067736186
4,0.6415894627571106,0.8707482993197279,0.32,0.5333333333333333,0.30213464696223313,0.39146141215106733,"[0.26666666666666666, 0.8]","[[12, 33], [1, 4]]",0.64,0.1629236343366778
5,0.722576180100441,0.5850340136054422,0.9,0.5,0.47368421052631576,0.8526315789473684,"[1.0, 0.0]","[[45, 0], [5, 0]]",0.6444444444444445,0.15981923481923482
6,0.7453202784061432,0.5306122448979592,0.88,0.4888888888888889,0.46808510638297873,0.8425531914893617,"[0.9777777777777777, 0.0]","[[44, 1], [5, 0]]",0.6577777777777778,0.16443553178847298
7,0.7031300038099288,0.7755102040816326,0.66,0.5444444444444445,0.48764315852923446,0.7253767329716696,"[0.6888888888888889, 0.4]","[[31, 14], [3, 2]]",0.6577777777777778,0.16606334841628956
8,0.661966758966446,0.7551020408163265,0.76,0.5111111111111111,0.5016611295681063,0.7887043189368771,"[0.8222222222222222, 0.2]","[[37, 8], [4, 1]]",0.6533333333333333,0.16433174668468783
9,0.5980779230594635,0.8775510204081632,0.82,0.5444444444444444,0.5403472931562819,0.8271705822267619,"[0.8888888888888888, 0.2]","[[40, 5], [4, 1]]",0.64,0.15864815491413958
10,0.5779746115207672,0.8299319727891157,0.74,0.5,0.49019607843137253,0.7756862745098039,"[0.8, 0.2]","[[36, 9], [4, 1]]",0.6488888888888888,0.16243506493506493
11,0.6438949704170227,0.8163265306122449,0.22,0.5666666666666667,0.21968787515006002,0.23217286914765908,"[0.13333333333333333, 1.0]","[[6, 39], [0, 5]]",0.6488888888888888,0.16015037593984963
12,0.5653114318847656,0.7346938775510204,0.66,0.6333333333333333,0.5200451722190853,0.7273856578204403,"[0.6666666666666666, 0.6]","[[30, 15], [2, 3]]",0.6533333333333333,0.16464985994397757
13,0.5900401949882508,0.7278911564625851,0.82,0.5444444444444444,0.5403472931562819,0.8271705822267619,"[0.8888888888888888, 0.2]","[[40, 5], [4, 1]]",0.6533333333333333,0.16433982683982684
14,0.642485824227333,0.5850340136054422,0.9,0.5,0.47368421052631576,0.8526315789473684,"[1.0, 0.0]","[[45, 0], [5, 0]]",0.6666666666666667,0.1710064935064935
15,0.6446301639080048,0.7074829931972789,0.64,0.6222222222222222,0.506578947368421,0.7118421052631579,"[0.6444444444444445, 0.6]","[[29, 16], [2, 3]]",0.6577777777777778,0.16653762903762903
16,0.5364498347043991,0.7142857142857143,0.84,0.4666666666666667,0.45652173913043476,0.8217391304347825,"[0.9333333333333333, 0.0]","[[42, 3], [5, 0]]",0.6711111111111111,0.17167366946778712
17,0.570616391301155,0.7278911564625851,0.9,0.5,0.47368421052631576,0.8526315789473684,"[1.0, 0.0]","[[45, 0], [5, 0]]",0.6755555555555556,0.17273809523809525
18,0.7415271461009979,0.7210884353741497,0.2,0.5555555555555556,0.2,0.2,"[0.1111111111111111, 1.0]","[[5, 40], [0, 5]]",0.6622222222222223,0.16542929044527507
19,0.5630702018737793,0.8027210884353742,0.86,0.4777777777777778,0.46236559139784944,0.8322580645161289,"[0.9555555555555556, 0.0]","[[43, 2], [5, 0]]",0.6755555555555556,0.171780303030303
20,0.549077358841896,0.891156462585034,0.7,0.5666666666666667,0.5126705653021442,0.7543859649122807,"[0.7333333333333333, 0.4]","[[33, 12], [3, 2]]",0.6933333333333334,0.18539141414141413
21,0.5158822417259217,0.8299319727891157,0.84,0.4666666666666667,0.45652173913043476,0.8217391304347825,"[0.9333333333333333, 0.0]","[[42, 3], [5, 0]]",0.7022222222222223,0.19732142857142854
22,0.5087716847658157,0.8775510204081632,0.24,0.5777777777777777,0.23878205128205127,0.2631410256410256,"[0.15555555555555556, 1.0]","[[7, 38], [0, 5]]",0.7066666666666666,0.18673400673400675
23,0.5666616052389145,0.7006802721088435,0.8,0.6222222222222222,0.584717607973422,0.823920265780731,"[0.8444444444444444, 0.4]","[[38, 7], [3, 2]]",0.72,0.1929100529100529
24,0.4999228149652481,0.673469387755102,0.86,0.4777777777777778,0.46236559139784944,0.8322580645161289,"[0.9555555555555556, 0.0]","[[43, 2], [5, 0]]",0.7288888888888889,0.20453703703703704
25,0.4560257434844971,0.8979591836734694,0.5,0.7222222222222222,0.45054945054945056,0.5824175824175825,"[0.4444444444444444, 1.0]","[[20, 25], [0, 5]]",0.7155555555555555,0.18743386243386242
26,0.4788414746522903,0.7959183673469388,0.86,0.4777777777777778,0.46236559139784944,0.8322580645161289,"[0.9555555555555556, 0.0]","[[43, 2], [5, 0]]",0.72,0.20487083722377838
