epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,1.0816652834415437,0.5102040816326531,0.56,0.5340909090909092,0.45436507936507936,0.6368253968253967,"[0.5681818181818182, 0.5]","[[25, 19], [3, 3]]",0.5795454545454546,0.16006543058766642
2,0.9545187950134277,0.3741496598639456,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.5643939393939394,0.1583825487448676
3,0.8186175525188446,0.4421768707482993,0.84,0.4772727272727273,0.45652173913043476,0.8034782608695652,"[0.9545454545454546, 0.0]","[[42, 2], [6, 0]]",0.5303030303030303,0.1394431211522666
4,0.7824089467525482,0.5850340136054422,0.5,0.428030303030303,0.39290917921321034,0.5866925692083536,"[0.5227272727272727, 0.3333333333333333]","[[23, 21], [4, 2]]",0.45075757575757575,0.1200564828151035
5,0.6713145136833191,0.47619047619047616,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.4204545454545454,0.1163120648414766
6,0.8493075728416443,0.6938775510204082,0.12,0.5,0.10714285714285714,0.02571428571428571,"[0.0, 1.0]","[[0, 44], [0, 6]]",0.3712121212121212,0.10542929292929293
7,0.7257311046123505,0.6462585034013606,0.24,0.4962121212121212,0.23878205128205127,0.2619230769230769,"[0.1590909090909091, 0.8333333333333334]","[[7, 37], [1, 5]]",0.35984848484848486,0.10386650114591292
8,0.6559300065040589,0.5170068027210885,0.8,0.45454545454545453,0.4444444444444444,0.7822222222222222,"[0.9090909090909091, 0.0]","[[40, 4], [6, 0]]",0.36363636363636365,0.10461382828993668
9,0.656345671415329,0.6870748299319728,0.46,0.4053030303030303,0.3688639551192146,0.5511360448807854,"[0.4772727272727273, 0.3333333333333333]","[[21, 23], [4, 2]]",0.3560606060606061,0.10367656449553002
10,0.6141217947006226,0.7278911564625851,0.68,0.38636363636363635,0.40476190476190477,0.7123809523809524,"[0.7727272727272727, 0.0]","[[34, 10], [6, 0]]",0.36363636363636365,0.10541942752469068
11,0.6057782351970673,0.7346938775510204,0.12,0.42803030303030304,0.1143317230273752,0.060483091787439616,"[0.022727272727272728, 0.8333333333333334]","[[1, 43], [1, 5]]",0.3484848484848485,0.1020617157741939
12,0.6718461066484451,0.5986394557823129,0.56,0.3181818181818182,0.358974358974359,0.6317948717948718,"[0.6363636363636364, 0.0]","[[28, 16], [6, 0]]",0.34090909090909094,0.1011661272187588
13,0.6180496275424957,0.6598639455782312,0.32,0.3977272727272727,0.2916666666666667,0.3993333333333333,"[0.29545454545454547, 0.5]","[[13, 31], [3, 3]]",0.35984848484848486,0.1039763550289866
14,0.6544866919517517,0.6598639455782312,0.38,0.35984848484848486,0.3186813186813187,0.47402197802197804,"[0.38636363636363635, 0.3333333333333333]","[[17, 27], [4, 2]]",0.35984848484848486,0.10399470899470899
15,0.6310512542724609,0.7414965986394558,0.44,0.3939393939393939,0.35661764705882354,0.5326470588235295,"[0.45454545454545453, 0.3333333333333333]","[[20, 24], [4, 2]]",0.3560606060606061,0.103414695483661
16,0.5734639525413513,0.7142857142857143,0.7,0.3977272727272727,0.4117647058823529,0.7247058823529412,"[0.7954545454545454, 0.0]","[[35, 9], [6, 0]]",0.34848484848484845,0.10262781838099443
17,0.5886627167463303,0.7346938775510204,0.28,0.5189393939393939,0.2753623188405797,0.3194202898550725,"[0.20454545454545456, 0.8333333333333334]","[[9, 35], [1, 5]]",0.3371212121212121,0.1003182214472537
18,0.5412626892328263,0.6666666666666666,0.86,0.48863636363636365,0.46236559139784944,0.813763440860215,"[0.9772727272727273, 0.0]","[[43, 1], [6, 0]]",0.33712121212121215,0.10104050966954192
19,0.636787286400795,0.6802721088435374,0.32,0.46969696969696967,0.30213464696223313,0.38699507389162563,"[0.2727272727272727, 0.6666666666666666]","[[12, 32], [2, 4]]",0.34090909090909094,0.10080395485868371
20,0.6830424487590789,0.6530612244897959,0.58,0.32954545454545453,0.3670886075949367,0.6460759493670887,"[0.6590909090909091, 0.0]","[[29, 15], [6, 0]]",0.3446969696969697,0.10160832223332222
21,0.5496908478438854,0.6054421768707483,0.88,0.5,0.46808510638297873,0.8238297872340425,"[1.0, 0.0]","[[44, 0], [6, 0]]",0.3446969696969697,0.10205845741560027
22,0.8548526674509048,0.4965986394557823,0.86,0.48863636363636365,0.46236559139784944,0.813763440860215,"[0.9772727272727273, 0.0]","[[43, 1], [6, 0]]",0.33333333333333337,0.10008021608565086
23,0.8865505993366242,0.6258503401360545,0.1,0.4166666666666667,0.09090909090909091,0.021818181818181816,"[0.0, 0.8333333333333334]","[[0, 44], [1, 5]]",0.356060606060606,0.10312995696362837
24,0.6231060743331909,0.6870748299319728,0.48,0.34469696969696967,0.3551587301587301,0.5707936507936506,"[0.5227272727272727, 0.16666666666666666]","[[23, 21], [5, 1]]",0.3446969696969697,0.10140348139814351
25,0.5417268425226212,0.7142857142857143,0.82,0.4659090909090909,0.45054945054945056,0.792967032967033,"[0.9318181818181818, 0.0]","[[41, 3], [6, 0]]",0.3484848484848485,0.10188155098869384
26,0.6067846924066543,0.6666666666666666,0.7,0.3977272727272727,0.4117647058823529,0.7247058823529412,"[0.7954545454545454, 0.0]","[[35, 9], [6, 0]]",0.3560606060606061,0.10317668442668441
27,0.6630933970212937,0.6802721088435374,0.58,0.32954545454545453,0.3670886075949367,0.6460759493670887,"[0.6590909090909091, 0.0]","[[29, 15], [6, 0]]",0.3560606060606061,0.10329517704517704
28,0.5812415301799774,0.7891156462585034,0.28,0.5189393939393939,0.2753623188405797,0.3194202898550725,"[0.20454545454545456, 0.8333333333333334]","[[9, 35], [1, 5]]",0.35984848484848486,0.10386749563220152
29,0.5194980785250664,0.7278911564625851,0.82,0.4659090909090909,0.45054945054945056,0.792967032967033,"[0.9318181818181818, 0.0]","[[41, 3], [6, 0]]",0.36363636363636365,0.1041404032475461
30,0.641167140007019,0.7278911564625851,0.32,0.46969696969696967,0.30213464696223313,0.38699507389162563,"[0.2727272727272727, 0.6666666666666666]","[[12, 32], [2, 4]]",0.36363636363636365,0.10441893131521615
31,0.634588223695755,0.7210884353741497,0.14,0.4393939393939394,0.13689281413087115,0.09753512645523887,"[0.045454545454545456, 0.8333333333333334]","[[2, 42], [1, 5]]",0.3712121212121212,0.10557573747202231
32,0.5371863096952438,0.7414965986394558,0.62,0.3522727272727273,0.38271604938271603,0.6735802469135802,"[0.7045454545454546, 0.0]","[[31, 13], [6, 0]]",0.36363636363636365,0.10436429700085162
33,0.5014799118041993,0.7074829931972789,0.72,0.4090909090909091,0.4186046511627907,0.7367441860465117,"[0.8181818181818182, 0.0]","[[36, 8], [6, 0]]",0.36363636363636365,0.10410852937666296
