epoch,train_loss,train_accuracy,accuracy,balanced_accuracy,macro_f1,weighted_f1,per_class_recall,confusion_matrix,auroc,average_precision
1,0.9776461005210877,0.5578231292517006,0.5918367346938775,0.40891472868217055,0.4138755980861244,0.6577482667708231,"[0.6511627906976745, 0.16666666666666666]","[[28, 15], [5, 1]]",0.3527131782945737,0.10448584780481333
2,0.9916646718978882,0.6666666666666666,0.12244897959183673,0.5,0.10909090909090909,0.02671614100185529,"[0.0, 1.0]","[[0, 43], [0, 6]]",0.3682170542635659,0.1067781210052072
3,0.7714210212230682,0.7074829931972789,0.8163265306122449,0.46511627906976744,0.449438202247191,0.7888099059848658,"[0.9302325581395349, 0.0]","[[40, 3], [6, 0]]",0.4108527131782945,0.1147086697086697
4,0.7921006053686142,0.5306122448979592,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4069767441860465,0.11402083902083902
5,0.6850510507822036,0.8095238095238095,0.8163265306122449,0.46511627906976744,0.449438202247191,0.7888099059848658,"[0.9302325581395349, 0.0]","[[40, 3], [6, 0]]",0.3875968992248062,0.11065036328194224
6,0.8402063935995102,0.5986394557823129,0.673469387755102,0.38372093023255816,0.4024390243902439,0.7063215530114485,"[0.7674418604651163, 0.0]","[[33, 10], [6, 0]]",0.38372093023255816,0.10961621281388723
7,0.8437790721654892,0.8775510204081632,0.2857142857142857,0.5213178294573644,0.2809224318658281,0.3252470799640611,"[0.20930232558139536, 0.8333333333333334]","[[9, 34], [1, 5]]",0.3914728682170543,0.11050693485783966
8,0.646740248799324,0.5170068027210885,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4108527131782945,0.11413371897242866
9,0.6799998074769974,0.7891156462585034,0.7142857142857143,0.4069767441860465,0.4166666666666667,0.7312925170068028,"[0.813953488372093, 0.0]","[[35, 8], [6, 0]]",0.4069767441860465,0.11346811837051313
10,0.5861464351415634,0.8299319727891157,0.8367346938775511,0.47674418604651164,0.45555555555555555,0.799546485260771,"[0.9534883720930233, 0.0]","[[41, 2], [6, 0]]",0.42248062015503873,0.11604959368117262
11,0.5912981361150742,0.8979591836734694,0.24489795918367346,0.5697674418604651,0.24489795918367346,0.24489795918367346,"[0.13953488372093023, 1.0]","[[6, 37], [0, 6]]",0.39147286821705424,0.11056609938767158
12,0.8084901109337806,0.5374149659863946,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4418604651162791,0.12108335711276888
13,0.868768236041069,0.47619047619047616,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.46124031007751937,0.12938695291636468
14,1.0164382768794895,0.891156462585034,0.14285714285714285,0.5116279069767442,0.13383838383838384,0.0670995670995671,"[0.023255813953488372, 1.0]","[[1, 42], [0, 6]]",0.43410852713178294,0.11752567693744163
15,0.5391155868768692,0.48299319727891155,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4844961240310077,0.13295792045792046
16,1.050261477008462,0.6054421768707483,0.16326530612244897,0.5232558139534884,0.15765199161425578,0.10572883241346853,"[0.046511627906976744, 1.0]","[[2, 41], [0, 6]]",0.4418604651162791,0.11874320004402023
17,0.594013249874115,0.7891156462585034,0.7551020408163265,0.43023255813953487,0.43023255813953487,0.7551020408163265,"[0.8604651162790697, 0.0]","[[37, 6], [6, 0]]",0.4767441860465116,0.12705319196156106
18,0.5025396108627319,0.6938775510204082,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4844961240310077,0.13061996568962514
19,0.7073839545249939,0.7278911564625851,0.24489795918367346,0.5697674418604651,0.24489795918367346,0.24489795918367346,"[0.13953488372093023, 1.0]","[[6, 37], [0, 6]]",0.46124031007751937,0.12283189865110156
20,0.6152976304292679,0.8027210884353742,0.7346938775510204,0.4186046511627907,0.4235294117647059,0.7433373349339736,"[0.8372093023255814, 0.0]","[[36, 7], [6, 0]]",0.4689922480620155,0.12613849565069077
21,0.4871638484299183,0.6394557823129252,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4883720930232558,0.13192884176755143
22,0.6639038234949112,0.8299319727891157,0.7755102040816326,0.4418604651162791,0.4367816091954023,0.7665962936898898,"[0.8837209302325582, 0.0]","[[38, 5], [6, 0]]",0.47674418604651164,0.12739047093885802
23,0.47254389226436616,0.9251700680272109,0.7346938775510204,0.4186046511627907,0.4235294117647059,0.7433373349339736,"[0.8372093023255814, 0.0]","[[36, 7], [6, 0]]",0.4689922480620155,0.12546305102363325
24,0.47406344413757323,0.8707482993197279,0.8571428571428571,0.4883720930232558,0.46153846153846156,0.8100470957613815,"[0.9767441860465116, 0.0]","[[42, 1], [6, 0]]",0.4728682170542636,0.12625670181728404
25,0.4689347594976425,0.9115646258503401,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.4612403100775194,0.12297294144392916
26,0.45134811848402023,0.9115646258503401,0.5102040816326531,0.29069767441860467,0.33783783783783783,0.5929398786541643,"[0.5813953488372093, 0.0]","[[25, 18], [6, 0]]",0.4186046511627907,0.11657046657046657
27,0.4172290161252022,0.7006802721088435,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.44573643410852715,0.11974942927729307
28,0.6322728514671325,0.7687074829931972,0.32653061224489793,0.5445736434108528,0.31627906976744186,0.37949691504508776,"[0.2558139534883721, 0.8333333333333334]","[[11, 32], [1, 5]]",0.40697674418604646,0.1149927173165554
29,0.4079250007867813,0.8299319727891157,0.8775510204081632,0.5,0.4673913043478261,0.8203194321206744,"[1.0, 0.0]","[[43, 0], [6, 0]]",0.44573643410852715,0.11969745776917144
30,0.4724292613565922,0.7891156462585034,0.5306122448979592,0.3023255813953488,0.3466666666666667,0.6084353741496599,"[0.6046511627906976, 0.0]","[[26, 17], [6, 0]]",0.41860465116279066,0.11688211144732885
31,0.5157866656780243,0.9115646258503401,0.673469387755102,0.38372093023255816,0.4024390243902439,0.7063215530114485,"[0.7674418604651163, 0.0]","[[33, 10], [6, 0]]",0.4302325581395349,0.1191224059040151
